"Vestal Grove 2011"
2011-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",4.4
"Native Mean C:",4.6
"Total FQI:",38.4
"Native FQI:",39.3
"Cover-weighted FQI:",44.5
"Cover-weighted Native FQI:",44.4
"Adjusted FQI:",45.1
"% C value 0:",7.9
"% C value 1-3:",22.4
"% C value 4-6:",48.7
"% C value 7-10:",21.1

"Species Richness:"
"Total Species:",76
"Native Species:",73,96.1%
"Non-native Species:",3,3.9%

"Species Wetness:"
"Mean Wetness:",0.6
"Native Mean Wetness:",0.6

"Duration Metrics:"
Annual:,9,11.8%
Perennial:,64,84.2%
Biennial:,3,3.9%
"Native Annual:",9,11.8%
"Native Perennial:",62,81.6%
"Native Biennial:",2,2.6%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",180,2389,236.8,85.6,161.2
"Native grass",15,138,19.7,4.9,12.3
"Native vine",9,141,11.8,5.1,8.5
"Non-native shrub",6,29,7.9,1,4.5
"Native sedge",5,52,6.6,1.9,4.3
"Non-native forb",3,3,3.9,0.1,2
"Native shrub",2,20,2.6,0.7,1.7
"Native tree",2,20,2.6,0.7,1.7

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Bidens frondosa",Asteraceae,BIDFRO,native,1,-1,forb,annual,1,1,0.5,0,0.3

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,14,13,4.3,4.6,16.1,16.6,21,20.6,44.3,0.5,0.5,n/a,n/a
5,16,16,5,5,20,20,24.4,24.4,50,0.2,0.2,n/a,n/a
6,10,10,5.4,5.4,17.1,17.1,17.1,17.1,54,0.5,0.5,n/a,n/a
7,15,14,4.2,4.5,16.3,16.8,17,16.8,43.5,0.5,0.5,n/a,n/a
8,15,15,4.6,4.6,17.8,17.8,20.1,20.1,46,0.9,0.9,n/a,n/a
9,24,24,5.2,5.2,25.5,25.5,24,24,52,0.7,0.7,n/a,n/a
10,16,16,3.8,3.8,15.2,15.2,16.8,16.8,38,0.2,0.2,n/a,n/a
11,12,11,4.6,5,15.9,16.6,17.3,16.9,47.9,0.8,0.8,n/a,n/a
12,14,12,4.1,4.8,15.3,16.6,18.3,17,44.4,1,1.2,n/a,n/a
15,14,14,5.1,5.1,19.1,19.1,20.2,20.2,51,0.7,0.7,n/a,n/a
16,15,15,3.9,3.9,15.1,15.1,20.5,20.5,39,0.5,0.5,n/a,n/a
20,13,12,3.8,4.1,13.7,14.2,15.1,18.4,39.4,0.4,0.4,n/a,n/a
21,12,12,5.3,5.3,18.4,18.4,19.1,19.1,53,0.9,0.9,n/a,n/a
22,17,16,4.3,4.6,17.7,18.4,24.7,24,44.6,0.9,0.9,n/a,n/a
23,15,13,4.1,4.8,15.9,17.3,20.9,20.2,44.7,1.1,1.2,n/a,n/a
Average,14.8,14.2,4.5,4.7,17.3,17.6,19.8,19.7,46.1,0.7,0.7,n/a,n/a
"Standard Deviation",3,3.2,0.5,0.5,2.7,2.6,2.8,2.6,4.9,0.3,0.3,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,5,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Carex blanda",Cyperaceae,CXBLAN,5,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Floerkea proserpinacoides",Limnanthaceae,FLOPRO,20,native,8,-1,forb,annual,"false mermaidweed; false mermaid"
"Galium aparine",Rubiaceae,GALAPA,3,native,1,1,forb,annual,"sticky-willy; annual bedstraw"
"Helianthus strumosus",Asteraceae,HELSTR,40,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,2,native,7,-1,grass,perennial,"white grass"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,20,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,1,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,5,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Silene stellata",Caryophyllaceae,SILSTE,15,native,6,2,forb,perennial,"starry campion"
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,10,native,5,2,vine,perennial,"common carrion flower"
"Solidago altissima",Asteraceae,SOLALT,15,native,1,1,forb,perennial,"tall goldenrod"
"Zizia aurea",Apiaceae,ZIZAUR,80,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,8,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,5,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Bidens frondosa",Asteraceae,BIDFRO,1,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Camassia scilloides",Liliaceae,CAMSCI,10,native,6,0,forb,perennial,"atlantic camas; wild hyacinth"
"Floerkea proserpinacoides",Limnanthaceae,FLOPRO,5,native,8,-1,forb,annual,"false mermaidweed; false mermaid"
"Helianthus strumosus",Asteraceae,HELSTR,15,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,1,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,15,native,7,-1,grass,perennial,"white grass"
"Penstemon calycosus",Scrophulariaceae,PENCAL,5,native,7,1,forb,perennial,"long-sepal beardtongue; smooth beard tongue"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,2,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,20,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,5,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Silene stellata",Caryophyllaceae,SILSTE,10,native,6,2,forb,perennial,"starry campion"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,3,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Zizia aurea",Apiaceae,ZIZAUR,80,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,15,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,1,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,20,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus strumosus",Asteraceae,HELSTR,75,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Leersia virginica",Poaceae,LEEVIR,1,native,7,-1,grass,perennial,"white grass"
"Penstemon calycosus",Scrophulariaceae,PENCAL,2,native,7,1,forb,perennial,"long-sepal beardtongue; smooth beard tongue"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,20,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Solidago altissima",Asteraceae,SOLALT,20,native,1,1,forb,perennial,"tall goldenrod"
"Thalictrum revolutum",Ranunculaceae,THAREV,20,native,6,0,forb,perennial,"waxy-leaf meadow-rue; waxy meadow rue"
"Zizia aurea",Apiaceae,ZIZAUR,20,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Floerkea proserpinacoides",Limnanthaceae,FLOPRO,15,native,8,-1,forb,annual,"false mermaidweed; false mermaid"
"Fragaria virginiana",Rosaceae,FRAVIR,5,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Geranium maculatum",Geraniaceae,GERMAC,20,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Helianthus strumosus",Asteraceae,HELSTR,60,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,10,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,5,native,7,-1,grass,perennial,"white grass"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,10,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,20,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,5,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,8,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Smilax ecirrhata",Smilacaceae,SMIECI,2,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,20,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,20,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,10,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",Araceae,ARITRI,5,native,4,-1,forb,perennial,jack-in-the-pulpit
"Camassia scilloides",Liliaceae,CAMSCI,3,native,6,0,forb,perennial,"atlantic camas; wild hyacinth"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,1,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,15,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geranium maculatum",Geraniaceae,GERMAC,2,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Helianthus strumosus",Asteraceae,HELSTR,95,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Maianthemum racemosum; smilacina racemosa",Liliaceae,MAIRAC,3,native,3,1,forb,perennial,"feathery false solomons-seal; feathery false solomons seal"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,1,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Polemonium reptans",Polemoniaceae,POLREP,2,native,5,0,forb,perennial,"greek-valerian; jacobs ladder"
"Polygonatum biflorum var. commutatum; polygonatum canaliculatum",Liliaceae,POLBIF,4,native,3,1,forb,perennial,"king solomons-seal; smooth solomons seal"
"Smilax ecirrhata",Smilacaceae,SMIECI,15,native,5,2,forb,perennial,"upright carrion flower"
"Solidago ulmifolia",Asteraceae,SOLULM,25,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Thalictrum dioicum",Ranunculaceae,THADIO,20,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Trillium recurvatum",Liliaceae,TRIREC,5,native,5,1,forb,perennial,"bloody-butcher; red trillium"
"Uvularia grandiflora",Cohchicaceae,UVUGRA,1,native,7,2,forb,perennial,"yellow bellwort; bellwort"

"Quadrat 9 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,15,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,50,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema dracontium",Araceae,ARIDRA,10,native,7,-1,forb,perennial,"greendragon; green dragon"
"Arisaema triphyllum",Araceae,ARITRI,5,native,4,-1,forb,perennial,jack-in-the-pulpit
"Cardamine concatenata; dentaria laciniata",Brassicaceae,CARCON,5,native,5,1,forb,perennial,"cut-leaf toothwort; toothwort"
"Carya ovata",Juglandaceae,CAROVT,5,native,5,1,tree,perennial,"shag-bark hickory; shagbark hickory"
"Cirsium altissimum",Asteraceae,CIRALT,1,native,6,2,forb,biennial,"tall thistle"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,5,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Fragaria virginiana",Rosaceae,FRAVIR,2,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Helianthus strumosus",Asteraceae,HELSTR,15,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Leersia virginica",Poaceae,LEEVIR,3,native,7,-1,grass,perennial,"white grass"
"Lithospermum latifolium",Boraginaceae,LITLAT,10,native,9,2,forb,perennial,"american gromwell; broad-leaved puccoon"
"Muhlenbergia mexicana",Poaceae,MUHMEX,3,native,5,-1,grass,perennial,"mexican muhly; leafy satin grass"
"Penstemon calycosus",Scrophulariaceae,PENCAL,3,native,7,1,forb,perennial,"long-sepal beardtongue; smooth beard tongue"
"Polygonatum biflorum var. commutatum; polygonatum canaliculatum",Liliaceae,POLBIF,15,native,3,1,forb,perennial,"king solomons-seal; smooth solomons seal"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,25,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Smilax ecirrhata",Smilacaceae,SMIECI,5,native,5,2,forb,perennial,"upright carrion flower"
"Solidago caesia",Asteraceae,SOLCAE,5,native,7,1,forb,perennial,"wreath goldenrod; blue-stemmed goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,25,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Sphenopholis intermedia",Poaceae,SPHINT,1,native,4,0,grass,perennial,"slender wedgescale; slender wedge grass"
"Trillium recurvatum",Liliaceae,TRIREC,2,native,5,1,forb,perennial,"bloody-butcher; red trillium"
"Viola pubescens",Violaceae,VIOPUB,8,native,5,1,forb,perennial,"downy yellow violet; yellow violet"
"Zizia aurea",Apiaceae,ZIZAUR,15,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 10 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Ageratina altissima; eupatorium rugosum",Asteraceae,AGEALT,25,native,4,1,forb,perennial,"white snakeroot"
"Arisaema triphyllum",Araceae,ARITRI,3,native,4,-1,forb,perennial,jack-in-the-pulpit
"Boehmeria cylindrica; boehmeria cylindrica drummondiana",Urticaceae,BOECYL,10,native,2,-2,forb,perennial,"small-spike false nettle; false nettle"
"Chenopodium standleyanum",Chenopodiaceae,CHESTA,1,native,4,2,forb,annual,"woodland goosefoot"
"Cinna arundinacea",Poaceae,CINARU,2,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Galium aparine",Rubiaceae,GALAPA,10,native,1,1,forb,annual,"sticky-willy; annual bedstraw"
"Geranium maculatum",Geraniaceae,GERMAC,10,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,2,native,1,0,forb,perennial,"white avens; wood avens"
"Impatiens capensis",Balsaminaceae,IMPCAP,20,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,8,native,7,-1,grass,perennial,"white grass"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,10,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Ranunculus recurvatus",Ranunculaceae,RANREC,5,native,5,-1,forb,annual,"blisterwort; hooked buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,5,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,15,native,1,1,forb,perennial,"tall goldenrod"
