"Vestal Grove All 1993"
2015-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",3.9
"Native Mean C:",4.3
"Total FQI:",38.8
"Native FQI:",41
"Cover-weighted FQI:",36.8
"Cover-weighted Native FQI:",38.2
"Adjusted FQI:",41.2
"% C value 0:",14.1
"% C value 1-3:",24.2
"% C value 4-6:",45.5
"% C value 7-10:",16.2

"Species Richness:"
"Total Species:",99
"Native Species:",91,91.9%
"Non-native Species:",8,8.1%

"Species Wetness:"
"Mean Wetness:",0.4
"Native Mean Wetness:",0.4

"Duration Metrics:"
Annual:,6,6.1%
Perennial:,88,88.9%
Biennial:,5,5.1%
"Native Annual:",6,6.1%
"Native Perennial:",81,81.8%
"Native Biennial:",4,4%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",216,1486,218.2,67.6,142.9
"Native grass",33,171,33.3,7.8,20.6
"Native shrub",20,250,20.2,11.4,15.8
"Non-native shrub",10,115,10.1,5.2,7.7
"Native sedge",10,66,10.1,3,6.6
"Non-native forb",8,80,8.1,3.6,5.9
"Native vine",4,12,4,0.5,2.3
"Native tree",3,8,3,0.4,1.7
"Non-native tree",2,3,2,0.1,1.1
"Non-native grass",1,5,1,0.2,0.6
"Native rush",1,2,1,0.1,0.6
"Non-native vine",1,1,1,0,0.5

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Heracleum maximum",Apiaceae,HERMAX,native,5,-1,forb,perennial,1,2,0.3,0.1,0.2
"Taenidia integerrima",Apiaceae,TAEINT,native,9,2,forb,perennial,1,2,0.3,0.1,0.2
"Silphium integrifolium; silphium integrifolium deamii",Asteraceae,SILINT,native,5,2,forb,perennial,1,2,0.3,0.1,0.2
"Hypericum punctatum",Clusiaceae,HYPPUN,native,4,0,forb,perennial,1,2,0.3,0.1,0.2
"Solanum dulcamara",Solanaceae,SOLDUL,non-native,0,0,vine,perennial,1,1,0.3,0,0.2
"Trillium recurvatum",Liliaceae,TRIREC,native,5,1,forb,perennial,1,1,0.3,0,0.2
"Quercus macrocarpa",Fagaceae,QUEMAC,native,5,0,tree,perennial,1,1,0.3,0,0.2
"Muhlenbergia mexicana",Poaceae,MUHMEX,native,5,-1,grass,perennial,1,2,0.3,0.1,0.2
"Juncus tenuis",Juncaceae,JUNTEN,native,0,0,rush,perennial,1,2,0.3,0.1,0.2
"Daucus carota",Apiaceae,DAUCAR,non-native,0,2,forb,biennial,1,2,0.3,0.1,0.2
"Cirsium discolor",Asteraceae,CIRDIS,native,2,1,forb,biennial,1,2,0.3,0.1,0.2
"Senecio hieraciifolius; erechtites hieracifolia",Asteraceae,EREHIE,native,2,0,forb,annual,1,3,0.3,0.1,0.2
"Physostegia virginiana",Lamiaceae,PHYVIR,native,6,-1,forb,perennial,1,3,0.3,0.1,0.2
"Carex normalis",Cyperaceae,CXNORM,native,5,-1,sedge,perennial,1,3,0.3,0.1,0.2
"Carex rosea",Cyperaceae,CXROSE,native,4,2,sedge,perennial,1,1,0.3,0,0.2
"Solidago caesia",Asteraceae,SOLCAE,native,7,1,forb,perennial,1,3,0.3,0.1,0.2
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,native,5,2,vine,perennial,1,1,0.3,0,0.2
"Gentiana alba; gentiana flavida",Gentianaceae,GENALB,native,9,1,forb,perennial,1,2,0.3,0.1,0.2
"Carya cordiformis",Juglandaceae,CARCOR,native,7,1,tree,perennial,1,2,0.3,0.1,0.2
"Acalypha rhomboidea",Euphorbiaceae,ACARHO,native,0,1,forb,annual,1,1,0.3,0,0.2
"Sanguinaria canadensis",Papaveraceae,SANCAD,native,6,1,forb,perennial,1,2,0.3,0.1,0.2
"Lycopus americanus",Lamiaceae,LYCAME,native,5,-2,forb,perennial,1,1,0.3,0,0.2

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,20,19,3.9,4.1,17.4,17.9,12.1,11.8,40,0.3,0.3,n/a,n/a
5,16,16,4.7,4.7,18.8,18.8,17.6,17.6,47,0.2,0.2,n/a,n/a
6,20,20,3.5,3.5,15.7,15.7,13,13,35,0.5,0.5,n/a,n/a
7,13,12,2.9,3.2,10.5,11.1,9,10.4,30.7,0,0,n/a,n/a
8,15,14,3.5,3.8,13.6,14.2,7.4,12,36.7,0.3,0.3,n/a,n/a
9,17,14,2.6,3.1,10.7,11.6,11.1,13.5,28.1,0.6,0.6,n/a,n/a
10,15,14,3,3.2,11.6,12,11.2,12,30.9,0.3,0.4,n/a,n/a
11,11,10,3.1,3.4,10.3,10.8,11.9,11.7,32.4,0.4,0.5,n/a,n/a
12,28,27,4,4.1,21.2,21.3,20.1,20.3,40.3,0.6,0.7,n/a,n/a
13,22,21,4.4,4.6,20.6,21.1,16.4,16,44.9,0.5,0.5,n/a,n/a
14,22,21,4.3,4.5,20.2,20.6,14.1,14.2,44,0.8,0.8,n/a,n/a
15,16,16,3.9,3.9,15.6,15.6,10.4,10.4,39,0.3,0.3,n/a,n/a
16,13,11,2.6,3.1,9.4,10.3,8.7,9.3,28.5,0.2,0.1,n/a,n/a
17,21,21,3.5,3.5,16,16,13.7,13.7,35,0.5,0.5,n/a,n/a
19,5,4,2.4,3,5.4,6,2.2,6,26.8,0.2,0,n/a,n/a
20,15,13,2.5,2.9,9.7,10.5,5.8,6.5,27,0.6,0.6,n/a,n/a
21,13,11,3.2,3.8,11.5,12.6,12.3,11.6,35,0.8,0.8,n/a,n/a
22,15,13,2.6,3,10.1,10.8,8.1,8.7,27.9,0.7,0.6,n/a,n/a
23,12,10,3.1,3.7,10.7,11.7,11.8,11.1,33.8,0.7,0.5,n/a,n/a
Average,16.3,15.1,3.4,3.6,13.6,14.1,11.4,12.1,34.9,0.4,0.4,n/a,n/a
"Standard Deviation",5,5.2,0.7,0.6,4.4,4.2,4.1,3.4,6.1,0.2,0.2,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Cinna arundinacea",Poaceae,CINARU,3,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,6,native,5,1,grass,perennial,"eastern bottle-brush grass; bottlebrush grass"
"Elymus villosus",Poaceae,ELYVIL,2,native,5,1,grass,perennial,"hairy wild rye; silky wild rye"
"Epilobium coloratum",Onagraceae,EPICOL,1,native,3,-2,forb,perennial,"purple-leaf willowherb; cinnamon willow herb"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,2,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geum canadense",Rosaceae,GEUCAN,3,native,1,0,forb,perennial,"white avens; wood avens"
"Helianthus hirsutus",Asteraceae,HELHIR,4,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,2,native,7,-1,grass,perennial,"white grass"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,2,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Persicaria punctata; polygonum punctatum",Polygonaceae,PERPUN,1,native,6,-2,forb,annual,"dotted smartweed; smartweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,5,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,1,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Scrophularia marilandica",Scrophulariaceae,SCRMAR,5,native,4,1,forb,perennial,"carpenters-square; late figwort"
"Smilax ecirrhata",Smilacaceae,SMIECI,1,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,50,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,8,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Sphenopholis intermedia",Poaceae,SPHINT,3,native,4,0,grass,perennial,"slender wedgescale; slender wedge grass"
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,2,native,2,2,forb,perennial,"drummonds aster; drummonds aster"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Bidens frondosa",Asteraceae,BIDFRO,8,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,2,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,2,native,2,0,forb,perennial,"canadian honewort; honewort"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,3,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geum canadense",Rosaceae,GEUCAN,10,native,1,0,forb,perennial,"white avens; wood avens"
"Helianthus hirsutus",Asteraceae,HELHIR,3,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Heracleum maximum",Apiaceae,HERMAX,2,native,5,-1,forb,perennial,"american cow-parsnip; cow parsnip"
"Impatiens capensis",Balsaminaceae,IMPCAP,3,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,20,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,50,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,1,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,5,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Silene stellata",Caryophyllaceae,SILSTE,2,native,6,2,forb,perennial,"starry campion"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,2,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Zizia aurea",Apiaceae,ZIZAUR,2,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,5,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Bromus pubescens",Poaceae,BROPUB,1,native,5,1,grass,perennial,"hairy woodland brome; woodland brome"
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,5,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,3,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,2,native,2,0,forb,perennial,"canadian honewort; honewort"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Impatiens capensis",Balsaminaceae,IMPCAP,8,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Monarda fistulosa",Lamiaceae,MONFIS,15,native,4,1,forb,perennial,"oswego-tea; wild bergamot"
"Penstemon digitalis",Scrophulariaceae,PENDIG,2,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,2,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Prunella vulgaris ssp. lanceolata; prunella vulgaris lanceolata",Lamiaceae,PRUVULL,1,native,0,0,forb,perennial,"common selfheal; self heal"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,6,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rubus idaeus ssp. strigosus; rubus idaeus strigosus",Rosaceae,RUBIDAS,40,native,3,1,shrub,perennial,"common red raspberry; red raspberry"
"Smilax ecirrhata",Smilacaceae,SMIECI,1,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,30,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,3,native,2,2,forb,perennial,"drummonds aster; drummonds aster"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,2,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Zizia aurea",Apiaceae,ZIZAUR,4,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Bidens frondosa",Asteraceae,BIDFRO,5,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Cinna arundinacea",Poaceae,CINARU,8,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Elymus villosus",Poaceae,ELYVIL,3,native,5,1,grass,perennial,"hairy wild rye; silky wild rye"
"Elymus virginicus",Poaceae,ELYVIR,5,native,4,-1,grass,perennial,"virginia wild rye"
"Fragaria virginiana",Rosaceae,FRAVIR,3,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Geranium maculatum",Geraniaceae,GERMAC,1,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Impatiens capensis",Balsaminaceae,IMPCAP,8,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,1,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,30,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,8,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,15,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Zizia aurea",Apiaceae,ZIZAUR,4,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Cinna arundinacea",Poaceae,CINARU,2,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Erigeron annuus",Asteraceae,ERIANN,2,native,0,1,forb,biennial,"eastern daisy fleabane; annual fleabane"
"Euthamia graminifolia; solidago graminifolia; solidago graminifolia nuttallii",Asteraceae,EUTGRA,5,native,4,-1,forb,perennial,"flat-top goldentop; common grass-leaved goldenrod; hairy grass-leaved goldenrod"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,4,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geranium maculatum",Geraniaceae,GERMAC,3,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,3,native,1,0,forb,perennial,"white avens; wood avens"
"Maianthemum stellatum; smilacina stellata",Liliaceae,MAISTE,1,native,5,0,forb,perennial,"starry false solomons-seal; starry false solomons seal"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,10,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,2,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Rhamnus cathartica",Rhamnaceae,RHACAT,50,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
