"Vestal Grove All 2013"
2015-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",4.5
"Native Mean C:",4.7
"Total FQI:",46.8
"Native FQI:",47.7
"Cover-weighted FQI:",52
"Cover-weighted Native FQI:",50.7
"Adjusted FQI:",45.9
"% C value 0:",8.3
"% C value 1-3:",19.4
"% C value 4-6:",50.9
"% C value 7-10:",21.3

"Species Richness:"
"Total Species:",108
"Native Species:",103,95.4%
"Non-native Species:",5,4.6%

"Species Wetness:"
"Mean Wetness:",0.4
"Native Mean Wetness:",0.4

"Duration Metrics:"
Annual:,6,5.6%
Perennial:,100,92.6%
Biennial:,2,1.9%
"Native Annual:",6,5.6%
"Native Perennial:",95,88%
"Native Biennial:",2,1.9%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",231,3057,213.9,83,148.5
"Native grass",29,254,26.9,6.9,16.9
"Native vine",15,255,13.9,6.9,10.4
"Native sedge",9,89,8.3,2.4,5.4
"Native shrub",4,14,3.7,0.4,2.1
"Non-native shrub",2,6,1.9,0.2,1.1
"Non-native forb",2,5,1.9,0.1,1
"Non-native grass",1,1,0.9,0,0.5
"Non-native tree",1,1,0.9,0,0.5

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Allium canadense",Liliaceae,ALLCAN,native,2,1,forb,perennial,6,40,2,1.1,1.6
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,native,1,1,forb,perennial,6,24,2,0.7,1.4
"Camassia scilloides",Liliaceae,CAMSCI,native,6,0,forb,perennial,5,37,1.7,1,1.4
"Silene stellata",Caryophyllaceae,SILSTE,native,6,2,forb,perennial,4,47,1.4,1.3,1.4
"Arisaema dracontium",Araceae,ARIDRA,native,7,-1,forb,perennial,5,31,1.7,0.8,1.3
"Polygonatum biflorum var. commutatum; polygonatum canaliculatum",Liliaceae,POLBIF,native,3,1,forb,perennial,5,32,1.7,0.9,1.3
"Sanguinaria canadensis",Papaveraceae,SANCAD,native,6,1,forb,perennial,4,34,1.4,0.9,1.2
"Bromus latiglumis",Poaceae,BROLAT,native,5,-1,grass,perennial,4,37,1.4,1,1.2
"Lithospermum latifolium",Boraginaceae,LITLAT,native,9,2,forb,perennial,2,55,0.7,1.5,1.1
"Cinna arundinacea",Poaceae,CINARU,native,5,-1,grass,perennial,5,14,1.7,0.4,1.1
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,native,9,1,forb,perennial,3,40,1,1.1,1.1
"Trillium recurvatum",Liliaceae,TRIREC,native,5,1,forb,perennial,4,20,1.4,0.5,1
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,native,8,2,forb,perennial,2,35,0.7,1,0.9
"Carex blanda",Cyperaceae,CXBLAN,native,1,0,sedge,perennial,4,16,1.4,0.4,0.9
"Carex pensylvanica",Cyperaceae,CXPENS,native,5,2,sedge,perennial,2,35,0.7,1,0.9
"Solidago caesia",Asteraceae,SOLCAE,native,7,1,forb,perennial,2,28,0.7,0.8,0.8
"Oxypolis rigidior",Apiaceae,OXYRIG,native,7,-2,forb,perennial,3,23,1,0.6,0.8
"Thalictrum dioicum",Ranunculaceae,THADIO,native,7,1,forb,perennial,3,21,1,0.6,0.8
"Penstemon digitalis",Scrophulariaceae,PENDIG,native,4,0,forb,perennial,3,21,1,0.6,0.8
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,native,5,1,grass,perennial,3,12,1,0.3,0.7
"Nabalus albus; prenanthes alba",Asteraceae,NABALB,native,5,1,forb,perennial,2,22,0.7,0.6,0.7
"Vitis riparia",Vitaceae,VITRIP,native,2,-1,vine,perennial,2,15,0.7,0.4,0.6
"Rubus flagellaris; rubus enslenii",Rosaceae,RUBENS,native,3,1,shrub,perennial,3,9,1,0.2,0.6
"Floerkea proserpinacoides",Limnanthaceae,FLOPRO,native,8,-1,forb,annual,2,15,0.7,0.4,0.6
"Cardamine concatenata; dentaria laciniata",Brassicaceae,CARCON,native,5,1,forb,perennial,3,6,1,0.2,0.6
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,native,4,1,forb,perennial,2,20,0.7,0.5,0.6
"Viola sororia",Violaceae,VIOSOR,native,3,0,forb,perennial,2,16,0.7,0.4,0.6
"Tradescantia ohiensis",Commelinaceae,TRAOHI,native,2,1,forb,perennial,2,10,0.7,0.3,0.5
"Fragaria virginiana",Rosaceae,FRAVIR,native,1,1,forb,perennial,2,7,0.7,0.2,0.5
"Muhlenbergia mexicana",Poaceae,MUHMEX,native,5,-1,grass,perennial,1,25,0.3,0.7,0.5
"Helianthus divaricatus",Asteraceae,HELDIV,native,5,2,forb,perennial,1,25,0.3,0.7,0.5
"Helianthus grosseserratus",Asteraceae,HELGRO,native,2,-1,forb,perennial,1,25,0.3,0.7,0.5
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,native,4,-1,forb,perennial,2,7,0.7,0.2,0.5
"Cryptotaenia canadensis",Apiaceae,CRYCAN,native,2,0,forb,perennial,2,7,0.7,0.2,0.5
"Boehmeria cylindrica; boehmeria cylindrica drummondiana",Urticaceae,BOECYL,native,2,-2,forb,perennial,2,10,0.7,0.3,0.5
"Glyceria striata",Poaceae,GLYSTR,native,4,-2,grass,perennial,2,10,0.7,0.3,0.5
"Carex davisii",Cyperaceae,CXDAVI,native,7,0,sedge,perennial,1,25,0.3,0.7,0.5
"Brachyelytrum erectum",Poaceae,BRAERE,native,10,2,grass,perennial,2,6,0.7,0.2,0.5
"Rhamnus cathartica",Rhamnaceae,RHACAT,non-native,0,0,shrub,perennial,2,6,0.7,0.2,0.5
"Heliopsis helianthoides",Asteraceae,HELHEL,native,5,1,forb,perennial,1,20,0.3,0.5,0.4
"Lespedeza virginica ; lespedeza virginica",Fabaceae,LESVIR,native,4,2,forb,perennial,1,15,0.3,0.4,0.4
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,native,0,1,forb,perennial,2,2,0.7,0.1,0.4
"Maianthemum stellatum; smilacina stellata",Liliaceae,MAISTE,native,5,0,forb,perennial,1,20,0.3,0.5,0.4
"Thalictrum dasycarpum; thalictrum dasycarpum hypoglaucum",Ranunculaceae,THADAS,native,5,-1,forb,perennial,1,20,0.3,0.5,0.4
"Dioscorea villosa",Dioscoreaceae,DIOVIL,native,7,0,vine,perennial,1,15,0.3,0.4,0.4
"Monarda fistulosa",Lamiaceae,MONFIS,native,4,1,forb,perennial,1,10,0.3,0.3,0.3
"Euthamia graminifolia; solidago graminifolia; solidago graminifolia nuttallii",Asteraceae,EUTGRA,native,4,-1,forb,perennial,1,10,0.3,0.3,0.3
"Aquilegia canadensis",Ranunculaceae,AQUCAN,native,6,1,forb,perennial,1,10,0.3,0.3,0.3
"Phlox glaberrima ssp. interior; phlox glaberrima interior",Polemoniaceae,PHLGLA,native,8,-1,forb,perennial,1,10,0.3,0.3,0.3
"Lilium michiganense",Liliaceae,LILMIC,native,6,-1,forb,perennial,1,10,0.3,0.3,0.3
"Galium aparine",Rubiaceae,GALAPA,native,1,1,forb,annual,1,8,0.3,0.2,0.3
"Alisma triviale",Alismataceae,ALITRI,native,4,-2,forb,perennial,1,8,0.3,0.2,0.3
"Carex cephalophora",Cyperaceae,CXCEPH,native,3,1,sedge,perennial,1,10,0.3,0.3,0.3
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,native,2,0,forb,perennial,1,10,0.3,0.3,0.3
"Galium triflorum",Rubiaceae,GALTRL,native,5,1,forb,perennial,1,8,0.3,0.2,0.3
"Symphyotrichum novae-angliae; aster novae-angliae",Asteraceae,ASTNOV,native,4,-1,forb,perennial,1,10,0.3,0.3,0.3
"Heracleum maximum",Apiaceae,HERMAX,native,5,-1,forb,perennial,1,12,0.3,0.3,0.3
"Smilax illinoensis",Smilacaceae,SMIILL,native,5,2,forb,perennial,1,3,0.3,0.1,0.2
"Trillium grandiflorum; trillium grandiflorum",Liliaceae,TRIGRA,native,8,2,forb,perennial,1,2,0.3,0.1,0.2
"Festuca subverticillata; festuca obtusa",Poaceae,FESOBT,native,5,1,grass,perennial,1,5,0.3,0.1,0.2
"Malus toringa; malus sieboldii",Rosaceae,MALSIE,non-native,0,2,tree,perennial,1,1,0.3,0,0.2
"Cirsium altissimum",Asteraceae,CIRALT,native,6,2,forb,biennial,1,1,0.3,0,0.2
"Plantago rugelii",Plantaginaceae,PLARUG,native,0,0,forb,annual,1,1,0.3,0,0.2
"Potentilla recta",Rosaceae,POTREC,non-native,0,2,forb,perennial,1,2,0.3,0.1,0.2
"Elymus villosus",Poaceae,ELYVIL,native,5,1,grass,perennial,1,3,0.3,0.1,0.2
"Taenidia integerrima",Apiaceae,TAEINT,native,9,2,forb,perennial,1,3,0.3,0.1,0.2
"Bromus pubescens",Poaceae,BROPUB,native,5,1,grass,perennial,1,2,0.3,0.1,0.2
"Poa compressa",Poaceae,POACOM,non-native,0,1,grass,perennial,1,1,0.3,0,0.2
"Pedicularis canadensis",Scrophulariaceae,PEDCAN,native,9,1,forb,perennial,1,1,0.3,0,0.2
"Taraxacum officinale",Asteraceae,TAROFF,non-native,0,1,forb,perennial,1,3,0.3,0.1,0.2
"Coreopsis tripteris",Asteraceae,CORTRI,native,5,0,forb,perennial,1,5,0.3,0.1,0.2
"Iodanthus pinnatifidus",Brassicaceae,IODPIN,native,8,-1,forb,perennial,1,3,0.3,0.1,0.2
"Allium cernuum",Liliaceae,ALLCER,native,7,1,forb,perennial,1,2,0.3,0.1,0.2
"Hackelia virginiana",Boraginaceae,HACVIR,native,0,1,forb,biennial,1,5,0.3,0.1,0.2
"Ambrosia artemisiifolia; ambrosia artemisiifolia elatior",Asteraceae,AMBART,native,0,1,forb,annual,1,5,0.3,0.1,0.2
"Lycopus americanus",Lamiaceae,LYCAME,native,5,-2,forb,perennial,1,3,0.3,0.1,0.2
"Elymus virginicus",Poaceae,ELYVIR,native,4,-1,grass,perennial,1,3,0.3,0.1,0.2
"Cicuta maculata",Apiaceae,CICMAC,native,6,-2,forb,perennial,1,2,0.3,0.1,0.2
"Chelone glabra",Scrophulariaceae,CHEGLA,native,8,-2,forb,perennial,1,2,0.3,0.1,0.2
"Carex rosea",Cyperaceae,CXROSE,native,4,2,sedge,perennial,1,3,0.3,0.1,0.2
"Panicum virgatum",Poaceae,PANVIR,native,5,0,grass,perennial,1,2,0.3,0.1,0.2
"Geum canadense",Rosaceae,GEUCAN,native,1,0,forb,perennial,1,5,0.3,0.1,0.2
"Vernonia gigantea; vernonia altissima; vernonia altissima taeniotricha",Asteraceae,VERALA,native,3,0,forb,perennial,1,5,0.3,0.1,0.2
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,native,2,2,forb,perennial,1,2,0.3,0.1,0.2
"Uvularia grandiflora",Cohchicaceae,UVUGRA,native,7,2,forb,perennial,1,1,0.3,0,0.2
"Hydrophyllum virginianum",Hydrophyllaceae,HYDVIR,native,5,0,forb,perennial,1,5,0.3,0.1,0.2
"Perideridia americana",Apiaceae,PERAME,native,8,2,forb,perennial,1,1,0.3,0,0.2
"Pycnanthemum virginianum",Lamiaceae,PYCVIR,native,5,-1,forb,perennial,1,4,0.3,0.1,0.2
"Rosa blanda",Rosaceae,ROSBLA,native,5,1,shrub,perennial,1,5,0.3,0.1,0.2

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,13,13,4.8,4.8,17.3,17.3,20.6,20.6,48,0.3,0.3,n/a,n/a
5,16,16,4.4,4.4,17.6,17.6,22.4,22.4,44,0.6,0.6,n/a,n/a
6,11,11,5.1,5.1,16.9,16.9,17.9,17.9,51,0.2,0.2,n/a,n/a
7,12,12,4.8,4.8,16.6,16.6,16.3,16.3,48,0.3,0.3,n/a,n/a
8,11,11,5.1,5.1,16.9,16.9,17.2,17.2,51,1,1,n/a,n/a
9,19,19,4.8,4.8,20.9,20.9,21.8,21.8,48,0.7,0.7,n/a,n/a
10,19,19,4.3,4.3,18.7,18.7,19.6,19.6,43,0.5,0.5,n/a,n/a
11,16,16,4.6,4.6,18.4,18.4,19.2,19.2,46,0.7,0.7,n/a,n/a
12,11,11,4.5,4.5,14.9,14.9,16.3,16.3,45,1.3,1.3,n/a,n/a
13,17,15,4.8,5.4,19.8,20.9,21.9,20.9,50.7,0.9,0.9,n/a,n/a
14,14,14,4.7,4.7,17.6,17.6,18.7,18.7,47,0.4,0.4,n/a,n/a
15,14,13,4.4,4.8,16.5,17.3,19.8,19.1,46.3,0.7,0.6,n/a,n/a
16,20,20,4.4,4.4,19.7,19.7,24.1,24.1,44,0.4,0.4,n/a,n/a
17,10,10,3.9,3.9,12.3,12.3,13,13,39,0.7,0.7,n/a,n/a
18,25,25,4.3,4.3,21.5,21.5,21,21,43,-0.8,-0.8,n/a,n/a
19,10,10,3.6,3.6,11.4,11.4,15.5,15.5,36,0.9,0.9,n/a,n/a
20,12,12,4.9,4.9,17,17,17.3,17.3,49,0.8,0.8,n/a,n/a
21,12,12,5.8,5.8,20.1,20.1,21.5,21.5,58,0.8,0.8,n/a,n/a
22,14,13,4.2,4.5,15.7,16.2,23.2,23.1,43.4,0.9,0.9,n/a,n/a
23,18,16,4.5,5.1,19.1,20.4,20.8,20.4,48.1,0.8,0.9,n/a,n/a
Average,14.7,14.4,4.6,4.7,17.4,17.6,19.4,19.3,46.4,0.6,0.6,n/a,n/a
"Standard Deviation",3.9,3.8,0.5,0.5,2.5,2.6,2.8,2.7,4.6,0.4,0.4,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",Araceae,ARITRI,5,native,4,-1,forb,perennial,jack-in-the-pulpit
"Bromus pubescens",Poaceae,BROPUB,2,native,5,1,grass,perennial,"hairy woodland brome; woodland brome"
"Carex blanda",Cyperaceae,CXBLAN,3,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Elymus villosus",Poaceae,ELYVIL,3,native,5,1,grass,perennial,"hairy wild rye; silky wild rye"
"Helianthus strumosus",Asteraceae,HELSTR,25,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,5,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Iodanthus pinnatifidus",Brassicaceae,IODPIN,3,native,8,-1,forb,perennial,"purple-rocket; violet cress"
"Oxypolis rigidior",Apiaceae,OXYRIG,5,native,7,-2,forb,perennial,"stiff cowbane; cowbane"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,15,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,10,native,6,2,forb,perennial,"starry campion"
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,15,native,5,2,vine,perennial,"common carrion flower"
"Solidago altissima",Asteraceae,SOLALT,15,native,1,1,forb,perennial,"tall goldenrod"
"Zizia aurea",Apiaceae,ZIZAUR,95,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,2,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,20,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Bromus latiglumis",Poaceae,BROLAT,2,native,5,-1,grass,perennial,"early-leaf brome; ear-leaved brome"
"Camassia scilloides",Liliaceae,CAMSCI,5,native,6,0,forb,perennial,"atlantic camas; wild hyacinth"
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,2,native,2,0,forb,perennial,"canadian honewort; honewort"
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,1,native,5,1,grass,perennial,"eastern bottle-brush grass; bottlebrush grass"
"Helianthus divaricatus",Asteraceae,HELDIV,25,native,5,2,forb,perennial,"woodland sunflower; woodland sunflower"
"Helianthus strumosus",Asteraceae,HELSTR,20,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Leersia virginica",Poaceae,LEEVIR,25,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,1,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,8,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,15,native,6,2,forb,perennial,"starry campion"
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,20,native,5,2,vine,perennial,"common carrion flower"
"Solidago altissima",Asteraceae,SOLALT,10,native,1,1,forb,perennial,"tall goldenrod"
"Zizia aurea",Apiaceae,ZIZAUR,80,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,25,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Bromus latiglumis",Poaceae,BROLAT,15,native,5,-1,grass,perennial,"early-leaf brome; ear-leaved brome"
"Cinna arundinacea",Poaceae,CINARU,5,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,5,native,2,0,forb,perennial,"canadian honewort; honewort"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,25,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus strumosus",Asteraceae,HELSTR,30,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Hydrophyllum virginianum",Hydrophyllaceae,HYDVIR,5,native,5,0,forb,perennial,"shawnee-salad; virginia waterleaf"
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,20,native,9,1,forb,perennial,"sweet coneflower; sweet black-eyed susan"
"Solidago altissima",Asteraceae,SOLALT,20,native,1,1,forb,perennial,"tall goldenrod"
"Thalictrum revolutum",Ranunculaceae,THAREV,30,native,6,0,forb,perennial,"waxy-leaf meadow-rue; waxy meadow rue"
"Zizia aurea",Apiaceae,ZIZAUR,25,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Cinna arundinacea",Poaceae,CINARU,5,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,1,native,5,1,grass,perennial,"eastern bottle-brush grass; bottlebrush grass"
"Floerkea proserpinacoides",Limnanthaceae,FLOPRO,2,native,8,-1,forb,annual,"false mermaidweed; false mermaid"
"Fragaria virginiana",Rosaceae,FRAVIR,5,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Geranium maculatum",Geraniaceae,GERMAC,20,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Helianthus strumosus",Asteraceae,HELSTR,60,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,5,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,13,native,7,-1,grass,perennial,"white grass"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,15,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Solidago altissima",Asteraceae,SOLALT,10,native,1,1,forb,perennial,"tall goldenrod"
"Thalictrum dioicum",Ranunculaceae,THADIO,1,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Zizia aurea",Apiaceae,ZIZAUR,5,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",Araceae,ARITRI,5,native,4,-1,forb,perennial,jack-in-the-pulpit
"Camassia scilloides",Liliaceae,CAMSCI,5,native,6,0,forb,perennial,"atlantic camas; wild hyacinth"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,20,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geranium maculatum",Geraniaceae,GERMAC,10,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Helianthus strumosus",Asteraceae,HELSTR,80,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Maianthemum racemosum; smilacina racemosa",Liliaceae,MAIRAC,10,native,3,1,forb,perennial,"feathery false solomons-seal; feathery false solomons seal"
"Smilax ecirrhata",Smilacaceae,SMIECI,10,native,5,2,forb,perennial,"upright carrion flower"
"Solidago ulmifolia",Asteraceae,SOLULM,5,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Thalictrum dioicum",Ranunculaceae,THADIO,10,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Trillium recurvatum",Liliaceae,TRIREC,15,native,5,1,forb,perennial,"bloody-butcher; red trillium"
"Triosteum perfoliatum",Caprifoliaceae,TRIPER,5,native,5,2,forb,perennial,"late horse gentian"

"Quadrat 9 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Ageratina altissima; eupatorium rugosum",Asteraceae,AGEALT,3,native,4,1,forb,perennial,"white snakeroot"
"Allium canadense",Liliaceae,ALLCAN,13,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,40,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema dracontium",Araceae,ARIDRA,10,native,7,-1,forb,perennial,"greendragon; green dragon"
"Arisaema triphyllum",Araceae,ARITRI,5,native,4,-1,forb,perennial,jack-in-the-pulpit
"Carex rosea",Cyperaceae,CXROSE,3,native,4,2,sedge,perennial,"rosy sedge; curly-styled wood sedge"
"Helianthus strumosus",Asteraceae,HELSTR,25,native,5,2,forb,perennial,"pale-leaf woodland sunflower; pale-leaved sunflower"
"Leersia virginica",Poaceae,LEEVIR,3,native,7,-1,grass,perennial,"white grass"
"Lithospermum latifolium",Boraginaceae,LITLAT,20,native,9,2,forb,perennial,"american gromwell; broad-leaved puccoon"
"Penstemon digitalis",Scrophulariaceae,PENDIG,5,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Polygonatum biflorum var. commutatum; polygonatum canaliculatum",Liliaceae,POLBIF,10,native,3,1,forb,perennial,"king solomons-seal; smooth solomons seal"
