"Vestal Grove All 1991"
2015-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",3.7
"Native Mean C:",4.2
"Total FQI:",41.9
"Native FQI:",44.4
"Cover-weighted FQI:",44.1
"Cover-weighted Native FQI:",46.6
"Adjusted FQI:",39.3
"% C value 0:",17.2
"% C value 1-3:",24.2
"% C value 4-6:",42.2
"% C value 7-10:",16.4

"Species Richness:"
"Total Species:",128
"Native Species:",112,87.5%
"Non-native Species:",16,12.5%

"Species Wetness:"
"Mean Wetness:",0.2
"Native Mean Wetness:",0.2

"Duration Metrics:"
Annual:,12,9.4%
Perennial:,111,86.7%
Biennial:,5,3.9%
"Native Annual:",11,8.6%
"Native Perennial:",99,77.3%
"Native Biennial:",2,1.6%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",272,1627,212.5,68.1,140.3
"Native grass",28,184,21.9,7.7,14.8
"Native shrub",22,221,17.2,9.3,13.3
"Non-native shrub",14,236,10.9,9.9,10.4
"Non-native forb",14,39,10.9,1.6,6.3
"Native sedge",9,40,7,1.7,4.4
"Native vine",8,21,6.3,0.9,3.6
"Native tree",7,11,5.5,0.5,3
"Non-native grass",3,6,2.3,0.3,1.3
"Native rush",1,2,0.8,0.1,0.5
"Non-native tree",1,2,0.8,0.1,0.5

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Fragaria virginiana",Rosaceae,FRAVIR,native,1,1,forb,perennial,9,20,2.4,0.8,1.6
"Carex blanda",Cyperaceae,CXBLAN,native,1,0,sedge,perennial,6,31,1.6,1.3,1.5
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,native,8,2,forb,perennial,7,27,1.8,1.1,1.5
"Rudbeckia subtomentosa",Asteraceae,RUDSUB,native,9,1,forb,perennial,4,41,1.1,1.7,1.4
"Arisaema triphyllum",Araceae,ARITRI,native,4,-1,forb,perennial,8,14,2.1,0.6,1.4
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,native,0,1,forb,perennial,8,10,2.1,0.4,1.3
"Zizia aurea",Apiaceae,ZIZAUR,native,7,0,forb,perennial,7,20,1.8,0.8,1.3
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,native,4,1,forb,perennial,7,18,1.8,0.8,1.3
"Smilax ecirrhata",Smilacaceae,SMIECI,native,5,2,forb,perennial,7,17,1.8,0.7,1.3
"Triosteum perfoliatum",Caprifoliaceae,TRIPER,native,5,2,forb,perennial,2,50,0.5,2.1,1.3
"Thalictrum dasycarpum; thalictrum dasycarpum hypoglaucum",Ranunculaceae,THADAS,native,5,-1,forb,perennial,5,24,1.3,1,1.2
"Eurybia macrophylla; aster macrophyllus",Asteraceae,ASTMAC,native,8,1,forb,perennial,4,30,1.1,1.3,1.2
"Festuca subverticillata; festuca obtusa",Poaceae,FESOBT,native,5,1,grass,perennial,4,23,1.1,1,1.1
"Solidago caesia",Asteraceae,SOLCAE,native,7,1,forb,perennial,5,21,1.3,0.9,1.1
"Solidago juncea",Asteraceae,SOLJUN,native,5,2,forb,perennial,3,32,0.8,1.3,1.1
"Penstemon digitalis",Scrophulariaceae,PENDIG,native,4,0,forb,perennial,3,31,0.8,1.3,1.1
"Allium canadense",Liliaceae,ALLCAN,native,2,1,forb,perennial,5,18,1.3,0.8,1.1
"Maianthemum stellatum; smilacina stellata",Liliaceae,MAISTE,native,5,0,forb,perennial,6,8,1.6,0.3,1
"Cirsium arvense",Asteraceae,CIRARV,non-native,0,1,forb,perennial,5,14,1.3,0.6,1
"Eutrochium maculatum; eupatorium maculatum",Asteraceae,EUPMAC,native,4,-2,forb,perennial,1,40,0.3,1.7,1
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,native,4,-1,forb,perennial,5,17,1.3,0.7,1
"Bidens frondosa",Asteraceae,BIDFRO,native,1,-1,forb,annual,5,15,1.3,0.6,1
"Persicaria punctata; polygonum punctatum",Polygonaceae,PERPUN,native,6,-2,forb,annual,4,22,1.1,0.9,1
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,native,2,2,forb,perennial,5,13,1.3,0.5,0.9
"Geranium maculatum",Geraniaceae,GERMAC,native,4,1,forb,perennial,5,13,1.3,0.5,0.9
"Elymus virginicus",Poaceae,ELYVIR,native,4,-1,grass,perennial,5,10,1.3,0.4,0.9
"Prunus virginiana",Rosaceae,PRUVIR,native,3,1,shrub,perennial,4,16,1.1,0.7,0.9
"Frangula alnus; rhamnus frangula",Rhamnaceae,FRAALN,non-native,0,-1,shrub,perennial,3,22,0.8,0.9,0.9
"Cirsium discolor",Asteraceae,CIRDIS,native,2,1,forb,biennial,2,32,0.5,1.3,0.9
"Euthamia graminifolia; solidago graminifolia; solidago graminifolia nuttallii",Asteraceae,EUTGRA,native,4,-1,forb,perennial,3,11,0.8,0.5,0.7
"Solidago flexicaulis",Asteraceae,SOLFLE,native,7,1,forb,perennial,3,12,0.8,0.5,0.7
"Symphyotrichum pilosum; aster pilosus",Asteraceae,ASTPIL,native,0,1,forb,perennial,3,14,0.8,0.6,0.7
"Ratibida pinnata",Asteraceae,RATPIN,native,4,2,forb,perennial,3,6,0.8,0.3,0.6
"Silene stellata",Caryophyllaceae,SILSTE,native,6,2,forb,perennial,3,6,0.8,0.3,0.6
"Tradescantia ohiensis",Commelinaceae,TRAOHI,native,2,1,forb,perennial,2,9,0.5,0.4,0.5
"Oxypolis rigidior",Apiaceae,OXYRIG,native,7,-2,forb,perennial,3,3,0.8,0.1,0.5
"Viola sororia",Violaceae,VIOSOR,native,3,0,forb,perennial,3,3,0.8,0.1,0.5
"Bromus pubescens",Poaceae,BROPUB,native,5,1,grass,perennial,3,4,0.8,0.2,0.5
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,native,2,0,forb,perennial,2,10,0.5,0.4,0.5
"Vitis riparia",Vitaceae,VITRIP,native,2,-1,vine,perennial,2,9,0.5,0.4,0.5
"Geum laciniatum var. trichocarpum; geum laciniatum trichocarpum",Rosaceae,GEULACT,native,2,-1,forb,perennial,1,10,0.3,0.4,0.4
"Hypericum perforatum",Clusiaceae,HYPPER,non-native,0,1,forb,perennial,2,8,0.5,0.3,0.4
"Rudbeckia triloba",Asteraceae,RUDTRI,native,3,1,forb,annual,2,6,0.5,0.3,0.4
"Helianthus grosseserratus",Asteraceae,HELGRO,native,2,-1,forb,perennial,2,8,0.5,0.3,0.4
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,native,5,2,vine,perennial,2,5,0.5,0.2,0.4
"Leersia virginica",Poaceae,LEEVIR,native,7,-1,grass,perennial,2,6,0.5,0.3,0.4
"Prunella vulgaris ssp. lanceolata; prunella vulgaris lanceolata",Lamiaceae,PRUVULL,native,0,0,forb,perennial,2,4,0.5,0.2,0.4
"Parthenium integrifolium",Asteraceae,PARINT,native,8,2,forb,perennial,2,6,0.5,0.3,0.4
"Allium cernuum",Liliaceae,ALLCER,native,7,1,forb,perennial,2,7,0.5,0.3,0.4
"Symphyotrichum lanceolatum; aster simplex",Asteraceae,ASTSIM,native,3,0,forb,perennial,2,6,0.5,0.3,0.4
"Taraxacum officinale",Asteraceae,TAROFF,non-native,0,1,forb,perennial,2,3,0.5,0.1,0.3
"Carya cordiformis",Juglandaceae,CARCOR,native,7,1,tree,perennial,1,4,0.3,0.2,0.3
"Glyceria striata",Poaceae,GLYSTR,native,4,-2,grass,perennial,2,3,0.5,0.1,0.3
"Poa palustris",Poaceae,POAPAS,native,9,-1,grass,perennial,1,4,0.3,0.2,0.3
"Lycopus americanus",Lamiaceae,LYCAME,native,5,-2,forb,perennial,1,5,0.3,0.2,0.3
"Lonicera tatarica",Caprifoliaceae,LONTAT,non-native,0,1,shrub,perennial,1,8,0.3,0.3,0.3
"Solidago nemoralis",Asteraceae,SOLNEM,native,4,2,forb,perennial,1,5,0.3,0.2,0.3
"Vernonia fasciculata",Asteraceae,VERFAS,native,5,-1,forb,perennial,1,5,0.3,0.2,0.3
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,native,5,1,grass,perennial,2,3,0.5,0.1,0.3
"Pycnanthemum virginianum",Lamiaceae,PYCVIR,native,5,-1,forb,perennial,1,5,0.3,0.2,0.3
"Lobelia siphilitica",Campanulaceae,LOBSIP,native,6,-2,forb,perennial,1,8,0.3,0.3,0.3
"Carex cephalophora",Cyperaceae,CXCEPH,native,3,1,sedge,perennial,1,5,0.3,0.2,0.3
"Cirsium vulgare",Asteraceae,CIRVUL,non-native,0,1,forb,biennial,1,8,0.3,0.3,0.3
"Maianthemum racemosum; smilacina racemosa",Liliaceae,MAIRAC,native,3,1,forb,perennial,2,3,0.5,0.1,0.3
"Quercus macrocarpa",Fagaceae,QUEMAC,native,5,0,tree,perennial,1,1,0.3,0,0.2
"Rosa multiflora",Rosaceae,ROSMUL,non-native,0,1,shrub,perennial,1,2,0.3,0.1,0.2
"Amphicarpaea bracteata",Fabaceae,AMPBRA,native,4,0,vine,annual,1,2,0.3,0.1,0.2
"Plantago rugelii",Plantaginaceae,PLARUG,native,0,0,forb,annual,1,1,0.3,0,0.2
"Malus toringa; malus sieboldii",Rosaceae,MALSIE,non-native,0,2,tree,perennial,1,2,0.3,0.1,0.2
"Heracleum maximum",Apiaceae,HERMAX,native,5,-1,forb,perennial,1,3,0.3,0.1,0.2
"Agrostis gigantea; agrostis alba",Poaceae,AGRALB,non-native,0,-1,grass,perennial,1,1,0.3,0,0.2
"Erigeron annuus",Asteraceae,ERIANN,native,0,1,forb,biennial,1,2,0.3,0.1,0.2
"Ostrya virginiana",Betulaceae,OSTVIR,native,5,1,tree,perennial,1,1,0.3,0,0.2
"Fraxinus pennsylvanica; fraxinus pennsylvanica subintegerrima",Oleaceae,FRAPEN,native,1,-1,tree,perennial,1,1,0.3,0,0.2
"Trifolium pratense",Fabaceae,TRIPRA,non-native,0,1,forb,perennial,1,3,0.3,0.1,0.2
"Populus deltoides",Salicaceae,POPDEL,native,2,0,tree,perennial,1,2,0.3,0.1,0.2
"Rosa palustris",Rosaceae,ROSPAL,native,7,-2,shrub,perennial,1,1,0.3,0,0.2
"Stachys tenuifolia; stachys tenuifolia hispida",Lamiaceae,STATEN,native,5,-2,forb,perennial,1,2,0.3,0.1,0.2
"Quercus coccinea",Fagaceae,QUECOC,native,4,2,tree,perennial,1,1,0.3,0,0.2
"Sanguinaria canadensis",Papaveraceae,SANCAD,native,6,1,forb,perennial,1,1,0.3,0,0.2
"Muhlenbergia mexicana",Poaceae,MUHMEX,native,5,-1,grass,perennial,1,1,0.3,0,0.2
"Poa compressa",Poaceae,POACOM,non-native,0,1,grass,perennial,1,2,0.3,0.1,0.2
"Sphenopholis intermedia",Poaceae,SPHINT,native,4,0,grass,perennial,1,2,0.3,0.1,0.2
"Daucus carota",Apiaceae,DAUCAR,non-native,0,2,forb,biennial,1,1,0.3,0,0.2
"Ulmus americana",Ulmaceae,ULMAME,native,3,-1,tree,perennial,1,1,0.3,0,0.2
"Thalictrum dioicum",Ranunculaceae,THADIO,native,7,1,forb,perennial,1,1,0.3,0,0.2
"Ageratina altissima; eupatorium rugosum",Asteraceae,AGEALT,native,4,1,forb,perennial,1,3,0.3,0.1,0.2
"Parthenocissus inserta ; parthenocissus inserta",Vitaceae,PARINS,native,1,1,vine,perennial,1,3,0.3,0.1,0.2
"Sanicula odorata; sanicula gregaria",Apiaceae,SANODO,native,2,0,forb,perennial,1,3,0.3,0.1,0.2
"Poa pratensis",Poaceae,POAPRA,non-native,0,0,grass,perennial,1,3,0.3,0.1,0.2
"Phlox glaberrima ssp. interior; phlox glaberrima interior",Polemoniaceae,PHLGLA,native,8,-1,forb,perennial,1,2,0.3,0.1,0.2
"Persicaria maculosa; polygonum persicaria",Polygonaceae,PERMAC,non-native,0,-1,forb,annual,1,1,0.3,0,0.2
"Arisaema dracontium",Araceae,ARIDRA,native,7,-1,forb,perennial,1,2,0.3,0.1,0.2
"Senecio hieraciifolius; erechtites hieracifolia",Asteraceae,EREHIE,native,2,0,forb,annual,1,1,0.3,0,0.2
"Ranunculus recurvatus",Ranunculaceae,RANREC,native,5,-1,forb,annual,1,2,0.3,0.1,0.2
"Dioscorea villosa",Dioscoreaceae,DIOVIL,native,7,0,vine,perennial,1,1,0.3,0,0.2
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,native,2,0,vine,perennial,1,1,0.3,0,0.2
"Alliaria petiolata",Brassicaceae,ALLPET,non-native,0,0,forb,biennial,1,1,0.3,0,0.2
"Physostegia virginiana",Lamiaceae,PHYVIR,native,6,-1,forb,perennial,1,2,0.3,0.1,0.2
"Nabalus albus; prenanthes alba",Asteraceae,NABALB,native,5,1,forb,perennial,1,2,0.3,0.1,0.2
"Elymus canadensis",Poaceae,ELYCAN,native,4,1,grass,perennial,1,2,0.3,0.1,0.2
"Silphium integrifolium; silphium integrifolium deamii",Asteraceae,SILINT,native,5,2,forb,perennial,1,3,0.3,0.1,0.2
"Galium obtusum",Rubiaceae,GALOBT,native,5,-1,forb,perennial,1,1,0.3,0,0.2
"Agalinis paupercula var. borealis; agalinis purpurea parviflora",Scrophulariaceae,AGAPAUB,native,7,-2,forb,annual,1,1,0.3,0,0.2
"Juncus dudleyi",Juncaceae,JUNDUD,native,4,-1,rush,perennial,1,2,0.3,0.1,0.2
"Eleocharis compressa",Cyperaceae,ELECOM,native,8,-1,sedge,perennial,1,2,0.3,0.1,0.2
"Carex granularis",Cyperaceae,CXGRAN,native,4,-1,sedge,perennial,1,2,0.3,0.1,0.2
"Solidago rigida",Asteraceae,SOLRIG,native,4,1,forb,perennial,1,2,0.3,0.1,0.2
"Trillium recurvatum",Liliaceae,TRIREC,native,5,1,forb,perennial,1,1,0.3,0,0.2
"Ambrosia artemisiifolia; ambrosia artemisiifolia elatior",Asteraceae,AMBART,native,0,1,forb,annual,1,2,0.3,0.1,0.2
"Symphyotrichum puniceum; aster puniceus; aster puniceus firmus",Asteraceae,ASTPUN,native,7,-2,forb,perennial,1,2,0.3,0.1,0.2

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,12,12,4.2,4.2,14.5,14.5,16.3,16.3,42,0.6,0.6,n/a,n/a
5,18,18,4.3,4.3,18.2,18.2,20.4,20.4,43,0.3,0.3,n/a,n/a
6,17,17,3.7,3.7,15.3,15.3,16.1,16.1,37,0.1,0.1,n/a,n/a
7,14,12,3.3,3.8,12.3,13.2,9.4,10.4,35.2,0,-0.1,n/a,n/a
8,15,14,4,4.3,15.5,16.1,5,16.5,41.5,0.7,0.7,n/a,n/a
9,23,21,3.4,3.8,16.3,17.4,17.7,19.7,36.3,0.3,0.3,n/a,n/a
10,17,16,3.1,3.3,12.8,13.2,12.8,13.2,32,0.4,0.4,n/a,n/a
11,16,15,3.1,3.3,12.4,12.8,13.2,13.2,32,0.3,0.4,n/a,n/a
12,21,19,2.9,3.2,13.3,13.9,11,10.9,30.4,0.7,0.7,n/a,n/a
13,16,14,3.8,4.3,15.2,16.1,11.6,11.2,40.2,0.9,0.9,n/a,n/a
14,22,20,4.2,4.7,19.7,21,17.4,18.8,44.8,0.2,0.3,n/a,n/a
15,18,16,4.6,5.2,19.5,20.8,19.1,19.6,49,0,0,n/a,n/a
16,14,11,2.1,2.7,7.9,9,5.6,8,23.9,0.1,0,n/a,n/a
17,33,30,3.7,4.1,21.3,22.5,20.7,21.4,39.1,0.8,0.8,n/a,n/a
18,27,25,4.3,4.7,22.3,23.5,26,26,45.2,-0.8,-0.9,n/a,n/a
19,11,9,1.7,2.1,5.6,6.3,1.3,6,19,0.4,0.3,n/a,n/a
20,15,14,2.8,3,10.8,11.2,8.1,7.9,29,0.7,0.7,n/a,n/a
21,21,20,4.9,5.1,22.5,22.8,24.7,24.6,49.8,1,1.1,n/a,n/a
22,19,18,2.8,3,12.2,12.7,14.4,14.4,29.2,0.8,0.8,n/a,n/a
23,30,26,3.1,3.6,17,18.4,21.9,21.4,33.5,0.7,0.7,n/a,n/a
Average,19,17.4,3.5,3.8,15.2,15.9,14.6,15.8,36.6,0.4,0.4,n/a,n/a
"Standard Deviation",5.6,5.2,0.8,0.8,4.4,4.6,6.5,5.5,7.9,0.4,0.4,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,1,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,30,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus hirsutus",Asteraceae,HELHIR,10,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Leersia virginica",Poaceae,LEEVIR,1,native,7,-1,grass,perennial,"white grass"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,1,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Persicaria punctata; polygonum punctatum",Polygonaceae,PERPUN,8,native,6,-2,forb,annual,"dotted smartweed; smartweed"
"Pilea pumila",Urticaceae,PILPUM,1,native,5,-1,forb,annual,"canadian clearweed; clearweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,2,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,20,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,5,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,3,native,2,2,forb,perennial,"drummonds aster; drummonds aster"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,1,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Bidens frondosa",Asteraceae,BIDFRO,2,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Cinna arundinacea",Poaceae,CINARU,40,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,3,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Elymus virginicus",Poaceae,ELYVIR,3,native,4,-1,grass,perennial,"virginia wild rye"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,10,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geum canadense",Rosaceae,GEUCAN,2,native,1,0,forb,perennial,"white avens; wood avens"
"Helianthus hirsutus",Asteraceae,HELHIR,10,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Leersia virginica",Poaceae,LEEVIR,5,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,15,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Persicaria punctata; polygonum punctatum",Polygonaceae,PERPUN,3,native,6,-2,forb,annual,"dotted smartweed; smartweed"
"Pilea pumila",Urticaceae,PILPUM,2,native,5,-1,forb,annual,"canadian clearweed; clearweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,2,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,2,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,2,native,6,2,forb,perennial,"starry campion"
"Smilax ecirrhata",Smilacaceae,SMIECI,1,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,3,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,2,native,8,2,forb,perennial,"shorts aster; shorts aster"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,2,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Carex blanda",Cyperaceae,CXBLAN,1,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,50,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,6,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Geum canadense",Rosaceae,GEUCAN,4,native,1,0,forb,perennial,"white avens; wood avens"
"Glyceria striata",Poaceae,GLYSTR,2,native,4,-2,grass,perennial,"fowl manna grass"
"Helianthus hirsutus",Asteraceae,HELHIR,4,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Monarda fistulosa",Lamiaceae,MONFIS,8,native,4,1,forb,perennial,"oswego-tea; wild bergamot"
"Persicaria punctata; polygonum punctatum",Polygonaceae,PERPUN,1,native,6,-2,forb,annual,"dotted smartweed; smartweed"
"Pilea pumila",Urticaceae,PILPUM,2,native,5,-1,forb,annual,"canadian clearweed; clearweed"
"Plantago rugelii",Plantaginaceae,PLARUG,1,native,0,0,forb,annual,"black-seed plantain; red-stalked plantain"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,15,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rubus occidentalis",Rosaceae,RUBOCC,10,native,2,2,shrub,perennial,"black raspberry"
"Solidago altissima",Asteraceae,SOLALT,15,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,1,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Zizia aurea",Apiaceae,ZIZAUR,3,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Bidens frondosa",Asteraceae,BIDFRO,5,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Cinna arundinacea",Poaceae,CINARU,15,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Elymus virginicus",Poaceae,ELYVIR,2,native,4,-1,grass,perennial,"virginia wild rye"
"Geranium maculatum",Geraniaceae,GERMAC,5,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,10,native,1,0,forb,perennial,"white avens; wood avens"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,8,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
