"Vestal Grove All 2007"
2015-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",4.2
"Native Mean C:",4.5
"Total FQI:",43.2
"Native FQI:",45
"Cover-weighted FQI:",46.3
"Cover-weighted Native FQI:",47
"Adjusted FQI:",43.7
"% C value 0:",8.5
"% C value 1-3:",22.6
"% C value 4-6:",51.9
"% C value 7-10:",17

"Species Richness:"
"Total Species:",106
"Native Species:",100,94.3%
"Non-native Species:",6,5.7%

"Species Wetness:"
"Mean Wetness:",0.3
"Native Mean Wetness:",0.3

"Duration Metrics:"
Annual:,7,6.6%
Perennial:,98,92.5%
Biennial:,1,0.9%
"Native Annual:",7,6.6%
"Native Perennial:",92,86.8%
"Native Biennial:",1,0.9%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",254,2370,239.6,72,155.8
"Native grass",42,478,39.6,14.5,27.1
"Native sedge",21,199,19.8,6,12.9
"Native vine",14,104,13.2,3.2,8.2
"Non-native shrub",9,54,8.5,1.6,5.1
"Native tree",9,25,8.5,0.8,4.7
"Non-native forb",4,23,3.8,0.7,2.3
"Native shrub",3,17,2.8,0.5,1.7
"Non-native tree",2,18,1.9,0.5,1.2
"Non-native grass",1,2,0.9,0.1,0.5

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Camassia scilloides",Liliaceae,CAMSCI,native,6,0,forb,perennial,4,14,1.1,0.4,0.8
"Bromus pubescens",Poaceae,BROPUB,native,5,1,grass,perennial,4,13,1.1,0.4,0.8
"Allium canadense",Liliaceae,ALLCAN,native,2,1,forb,perennial,4,17,1.1,0.5,0.8
"Monarda fistulosa",Lamiaceae,MONFIS,native,4,1,forb,perennial,3,23,0.8,0.7,0.8
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,native,8,2,forb,perennial,3,16,0.8,0.5,0.7
"Rudbeckia triloba",Asteraceae,RUDTRI,native,3,1,forb,annual,3,21,0.8,0.6,0.7
"Festuca subverticillata; festuca obtusa",Poaceae,FESOBT,native,5,1,grass,perennial,2,25,0.6,0.8,0.7
"Heliopsis helianthoides",Asteraceae,HELHEL,native,5,1,forb,perennial,1,35,0.3,1.1,0.7
"Viola sororia",Violaceae,VIOSOR,native,3,0,forb,perennial,3,19,0.8,0.6,0.7
"Bidens frondosa",Asteraceae,BIDFRO,native,1,-1,forb,annual,1,30,0.3,0.9,0.6
"Vitis riparia",Vitaceae,VITRIP,native,2,-1,vine,perennial,3,10,0.8,0.3,0.6
"Malus toringa; malus sieboldii",Rosaceae,MALSIE,non-native,0,2,tree,perennial,2,18,0.6,0.5,0.6
"Carya ovata",Juglandaceae,CAROVT,native,5,1,tree,perennial,3,11,0.8,0.3,0.6
"Thalictrum dioicum",Ranunculaceae,THADIO,native,7,1,forb,perennial,2,15,0.6,0.5,0.6
"Carex rosea",Cyperaceae,CXROSE,native,4,2,sedge,perennial,3,14,0.8,0.4,0.6
"Allium cernuum",Liliaceae,ALLCER,native,7,1,forb,perennial,2,15,0.6,0.5,0.6
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,native,1,1,forb,perennial,3,12,0.8,0.4,0.6
"Rubus flagellaris; rubus enslenii",Rosaceae,RUBENS,native,3,1,shrub,perennial,2,15,0.6,0.5,0.6
"Tradescantia ohiensis",Commelinaceae,TRAOHI,native,2,1,forb,perennial,2,19,0.6,0.6,0.6
"Dioscorea villosa",Dioscoreaceae,DIOVIL,native,7,0,vine,perennial,1,30,0.3,0.9,0.6
"Eutrochium maculatum; eupatorium maculatum",Asteraceae,EUPMAC,native,4,-2,forb,perennial,2,20,0.6,0.6,0.6
"Euthamia graminifolia; solidago graminifolia; solidago graminifolia nuttallii",Asteraceae,EUTGRA,native,4,-1,forb,perennial,2,20,0.6,0.6,0.6
"Nabalus albus; prenanthes alba",Asteraceae,NABALB,native,5,1,forb,perennial,3,9,0.8,0.3,0.6
"Agastache nepetoides",Lamiaceae,AGANEP,native,5,1,forb,perennial,2,10,0.6,0.3,0.5
"Helianthus grosseserratus",Asteraceae,HELGRO,native,2,-1,forb,perennial,1,20,0.3,0.6,0.5
"Anemone virginiana",Ranunculaceae,ANEVIR,native,5,1,forb,perennial,2,11,0.6,0.3,0.5
"Verbena urticifolia; verbena urticifolia leiocarpa",Verbenaceae,VERURT,native,5,0,forb,perennial,2,13,0.6,0.4,0.5
"Elymus villosus",Poaceae,ELYVIL,native,5,1,grass,perennial,3,8,0.8,0.2,0.5
"Oxypolis rigidior",Apiaceae,OXYRIG,native,7,-2,forb,perennial,2,12,0.6,0.4,0.5
"Carex normalis",Cyperaceae,CXNORM,native,5,-1,sedge,perennial,2,13,0.6,0.4,0.5
"Eurybia macrophylla; aster macrophyllus",Asteraceae,ASTMAC,native,8,1,forb,perennial,2,13,0.6,0.4,0.5
"Fragaria virginiana",Rosaceae,FRAVIR,native,1,1,forb,perennial,3,8,0.8,0.2,0.5
"Prunus serotina",Rosaceae,PRUSER,native,1,1,tree,perennial,3,7,0.8,0.2,0.5
"Silene stellata",Caryophyllaceae,SILSTE,native,6,2,forb,perennial,2,9,0.6,0.3,0.5
"Pycnanthemum virginianum",Lamiaceae,PYCVIR,native,5,-1,forb,perennial,1,15,0.3,0.5,0.4
"Impatiens capensis",Balsaminaceae,IMPCAP,native,3,-1,forb,annual,2,4,0.6,0.1,0.4
"Elymus virginicus",Poaceae,ELYVIR,native,4,-1,grass,perennial,1,15,0.3,0.5,0.4
"Spartina pectinata",Poaceae,SPAPEC,native,4,-1,grass,perennial,1,15,0.3,0.5,0.4
"Plantago rugelii",Plantaginaceae,PLARUG,native,0,0,forb,annual,2,3,0.6,0.1,0.4
"Carex grayi",Cyperaceae,CXGRAY,native,7,-1,sedge,perennial,2,7,0.6,0.2,0.4
"Taraxacum officinale",Asteraceae,TAROFF,non-native,0,1,forb,perennial,2,7,0.6,0.2,0.4
"Ostrya virginiana",Betulaceae,OSTVIR,native,5,1,tree,perennial,2,4,0.6,0.1,0.4
"Vernonia fasciculata",Asteraceae,VERFAS,native,5,-1,forb,perennial,1,10,0.3,0.3,0.3
"Cirsium arvense",Asteraceae,CIRARV,non-native,0,1,forb,perennial,1,10,0.3,0.3,0.3
"Verbena hastata",Verbenaceae,VERHAS,native,4,-1,forb,perennial,1,10,0.3,0.3,0.3
"Aquilegia canadensis",Ranunculaceae,AQUCAN,native,6,1,forb,perennial,1,5,0.3,0.2,0.3
"Dichanthelium acuminatum; panicum implicatum; panicum auburne; panicum lindheimeri; panicum praecocius; panicum subvillosum; panicum villosissimum; panicum villosissimum pseudopubescens",Poaceae,DICACU,native,2,0,grass,perennial,1,6,0.3,0.2,0.3
"Carex davisii",Cyperaceae,CXDAVI,native,7,0,sedge,perennial,1,10,0.3,0.3,0.3
"Scutellaria lateriflora",Lamiaceae,SCULAT,native,5,-2,forb,perennial,1,5,0.3,0.2,0.3
"Nepeta cataria",Lamiaceae,NEPCAT,non-native,0,1,forb,perennial,1,6,0.3,0.2,0.3
"Eupatorium perfoliatum",Asteraceae,EUPPER,native,4,-2,forb,perennial,1,5,0.3,0.2,0.3
"Carex cephalophora",Cyperaceae,CXCEPH,native,3,1,sedge,perennial,1,5,0.3,0.2,0.3
"Boehmeria cylindrica; boehmeria cylindrica drummondiana",Urticaceae,BOECYL,native,2,-2,forb,perennial,1,5,0.3,0.2,0.3
"Chenopodium simplex; chenopodium hybridum gigantospermum",Chenopodiaceae,CHEHYB,native,3,2,forb,annual,1,10,0.3,0.3,0.3
"Phlox glaberrima ssp. interior; phlox glaberrima interior",Polemoniaceae,PHLGLA,native,8,-1,forb,perennial,1,8,0.3,0.2,0.3
"Symphyotrichum novae-angliae; aster novae-angliae",Asteraceae,ASTNOV,native,4,-1,forb,perennial,1,5,0.3,0.2,0.3
"Galium obtusum",Rubiaceae,GALOBT,native,5,-1,forb,perennial,1,3,0.3,0.1,0.2
"Hypericum punctatum",Clusiaceae,HYPPUN,native,4,0,forb,perennial,1,2,0.3,0.1,0.2
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,native,2,0,vine,perennial,1,3,0.3,0.1,0.2
"Poa pratensis",Poaceae,POAPRA,non-native,0,0,grass,perennial,1,2,0.3,0.1,0.2
"Brachyelytrum erectum",Poaceae,BRAERE,native,10,2,grass,perennial,1,3,0.3,0.1,0.2
"Cardamine concatenata; dentaria laciniata",Brassicaceae,CARCON,native,5,1,forb,perennial,1,1,0.3,0,0.2
"Taenidia integerrima",Apiaceae,TAEINT,native,9,2,forb,perennial,1,1,0.3,0,0.2
"Prunella vulgaris ssp. lanceolata; prunella vulgaris lanceolata",Lamiaceae,PRUVULL,native,0,0,forb,perennial,1,4,0.3,0.1,0.2
"Sanguinaria canadensis",Papaveraceae,SANCAD,native,6,1,forb,perennial,1,3,0.3,0.1,0.2
"Ranunculus recurvatus",Ranunculaceae,RANREC,native,5,-1,forb,annual,1,2,0.3,0.1,0.2
"Rubus occidentalis",Rosaceae,RUBOCC,native,2,2,shrub,perennial,1,2,0.3,0.1,0.2
"Bromus latiglumis",Poaceae,BROLAT,native,5,-1,grass,perennial,1,2,0.3,0.1,0.2
"Fraxinus pennsylvanica; fraxinus pennsylvanica subintegerrima",Oleaceae,FRAPEN,native,1,-1,tree,perennial,1,3,0.3,0.1,0.2
"Trillium recurvatum",Liliaceae,TRIREC,native,5,1,forb,perennial,1,2,0.3,0.1,0.2
"Trillium grandiflorum; trillium grandiflorum",Liliaceae,TRIGRA,native,8,2,forb,perennial,1,1,0.3,0,0.2
"Gentiana alba; gentiana flavida",Gentianaceae,GENALB,native,9,1,forb,perennial,1,3,0.3,0.1,0.2

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,16,14,3.9,4.4,15.6,16.5,19.6,21.7,41.2,0.3,0.3,n/a,n/a
5,14,14,3.5,3.5,13.1,13.1,18.7,18.7,35,0.1,0.1,n/a,n/a
6,17,17,3.9,3.9,16.1,16.1,17.7,17.7,39,0.3,0.3,n/a,n/a
7,24,23,3.9,4,19.1,19.2,20.1,20.1,39.2,0.3,0.3,n/a,n/a
8,29,28,4.5,4.7,24.2,24.9,25.3,25.4,46.2,0.8,0.8,n/a,n/a
9,21,19,4.3,4.8,19.7,20.9,20.2,20.5,45.7,0.4,0.3,n/a,n/a
10,14,13,2.6,2.8,9.7,10.1,6.7,7.6,27,0.4,0.5,n/a,n/a
11,17,16,3.2,3.4,13.2,13.6,18.1,18.4,33,0.4,0.4,n/a,n/a
12,22,21,4.2,4.4,19.7,20.2,25.8,25.7,43,0.5,0.6,n/a,n/a
13,29,27,4.3,4.7,23.2,24.4,24.8,25.5,45.4,0.6,0.5,n/a,n/a
14,23,23,4.6,4.6,22.1,22.1,24.9,24.9,46,0.1,0.1,n/a,n/a
15,15,15,5.3,5.3,20.5,20.5,20.5,20.5,53,0.1,0.1,n/a,n/a
16,12,12,4.6,4.6,15.9,15.9,21.5,21.5,46,0.2,0.2,n/a,n/a
17,15,15,4.3,4.3,16.7,16.7,16.3,16.3,43,0.6,0.6,n/a,n/a
18,18,17,4,4.2,17,17.3,17,16.9,40.8,-0.6,-0.6,n/a,n/a
19,13,13,3.2,3.2,11.5,11.5,11.9,11.9,32,0.8,0.8,n/a,n/a
20,15,14,3.9,4.2,15.1,15.7,18.2,18,40.6,0.5,0.6,n/a,n/a
21,11,11,5.5,5.5,18.2,18.2,17.6,17.6,55,0.5,0.5,n/a,n/a
22,16,15,3.2,3.4,12.8,13.2,17.2,16.7,32.9,0.7,0.7,n/a,n/a
23,18,16,4.3,4.8,18.2,19.2,19.9,20.8,45.3,0.9,0.9,n/a,n/a
Average,18,17.2,4.1,4.2,17.1,17.5,19.1,19.3,41.5,0.4,0.4,n/a,n/a
"Standard Deviation",5,4.7,0.7,0.7,3.8,3.9,4.4,4.4,6.8,0.3,0.3,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,4,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Cirsium arvense",Asteraceae,CIRARV,10,non-native,0,1,forb,perennial,"canadian thistle; field thistle"
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,2,native,5,1,grass,perennial,"eastern bottle-brush grass; bottlebrush grass"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,5,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Galium obtusum",Rubiaceae,GALOBT,3,native,5,-1,forb,perennial,"blunt-leaf bedstraw; wild madder"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,15,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,15,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Silene stellata",Caryophyllaceae,SILSTE,7,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,2,native,1,1,forb,perennial,"tall goldenrod"
"Sphenopholis intermedia",Poaceae,SPHINT,12,native,4,0,grass,perennial,"slender wedgescale; slender wedge grass"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,5,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,3,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Vitis riparia",Vitaceae,VITRIP,1,native,2,-1,vine,perennial,"river-bank grape; riverbank grape"
"Zizia aurea",Apiaceae,ZIZAUR,70,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,5,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,3,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,10,native,2,0,forb,perennial,"canadian honewort; honewort"
"Elymus hystrix; hystrix patula",Poaceae,ELYHYS,2,native,5,1,grass,perennial,"eastern bottle-brush grass; bottlebrush grass"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Leersia virginica",Poaceae,LEEVIR,10,native,7,-1,grass,perennial,"white grass"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,2,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Penstemon digitalis",Scrophulariaceae,PENDIG,35,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,5,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,3,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Sphenopholis intermedia",Poaceae,SPHINT,10,native,4,0,grass,perennial,"slender wedgescale; slender wedge grass"
"Zizia aurea",Apiaceae,ZIZAUR,60,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,13,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Carex blanda",Cyperaceae,CXBLAN,18,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Carya ovata",Juglandaceae,CAROVT,5,native,5,1,tree,perennial,"shag-bark hickory; shagbark hickory"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,5,native,2,0,forb,perennial,"canadian honewort; honewort"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,15,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus hirsutus",Asteraceae,HELHIR,20,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Leersia virginica",Poaceae,LEEVIR,2,native,7,-1,grass,perennial,"white grass"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,2,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Penstemon digitalis",Scrophulariaceae,PENDIG,35,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,2,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,2,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,5,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Solidago altissima",Asteraceae,SOLALT,20,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,10,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Thalictrum dioicum",Ranunculaceae,THADIO,10,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,3,native,2,0,vine,perennial,"eastern poison-ivy; poison ivy"
"Zizia aurea",Apiaceae,ZIZAUR,30,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,10,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Bromus latiglumis",Poaceae,BROLAT,2,native,5,-1,grass,perennial,"early-leaf brome; ear-leaved brome"
"Bromus pubescens",Poaceae,BROPUB,2,native,5,1,grass,perennial,"hairy woodland brome; woodland brome"
"Carex blanda",Cyperaceae,CXBLAN,5,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,2,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,5,native,2,0,forb,perennial,"canadian honewort; honewort"
"Elymus villosus",Poaceae,ELYVIL,1,native,5,1,grass,perennial,"hairy wild rye; silky wild rye"
"Geranium maculatum",Geraniaceae,GERMAC,5,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Leersia virginica",Poaceae,LEEVIR,5,native,7,-1,grass,perennial,"white grass"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,3,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,10,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,5,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,5,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rubus occidentalis",Rosaceae,RUBOCC,2,native,2,2,shrub,perennial,"black raspberry"
"Scrophularia marilandica",Scrophulariaceae,SCRMAR,20,native,4,1,forb,perennial,"carpenters-square; late figwort"
"Smilax ecirrhata",Smilacaceae,SMIECI,5,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,2,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,30,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Sphenopholis intermedia",Poaceae,SPHINT,8,native,4,0,grass,perennial,"slender wedgescale; slender wedge grass"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,15,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Verbena urticifolia; verbena urticifolia leiocarpa",Verbenaceae,VERURT,5,native,5,0,forb,perennial,"white vervain; velvety white vervain"
"Viola sororia",Violaceae,VIOSOR,5,native,3,0,forb,perennial,"hooded blue violet; common blue violet"
"Zizia aurea",Apiaceae,ZIZAUR,4,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
