"Vestal Grove 2005"
2005-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",4
"Native Mean C:",4.3
"Total FQI:",38.2
"Native FQI:",39.4
"Cover-weighted FQI:",42
"Cover-weighted Native FQI:",42.2
"Adjusted FQI:",41.3
"% C value 0:",12.1
"% C value 1-3:",28.6
"% C value 4-6:",38.5
"% C value 7-10:",20.9

"Species Richness:"
"Total Species:",91
"Native Species:",84,92.3%
"Non-native Species:",7,7.7%

"Species Wetness:"
"Mean Wetness:",0.6
"Native Mean Wetness:",0.5

"Duration Metrics:"
Annual:,8,8.8%
Perennial:,79,86.8%
Biennial:,4,4.4%
"Native Annual:",8,8.8%
"Native Perennial:",74,81.3%
"Native Biennial:",2,2.2%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",205,1618,225.3,72.4,148.9
"Native grass",21,254,23.1,11.4,17.3
"Native sedge",13,178,14.3,8,11.2
"Native vine",13,56,14.3,2.5,8.4
"Non-native shrub",9,62,9.9,2.8,6.4
"Non-native forb",9,28,9.9,1.3,5.6
"Native shrub",7,27,7.7,1.2,4.5
"Native tree",2,3,2.2,0.1,1.2
"Non-native grass",1,8,1.1,0.4,0.8

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Helianthus maximilianii",Asteraceae,HELMAX,non-native,0,2,forb,perennial,2,12,0.7,0.5,0.6
"Cirsium altissimum",Asteraceae,CIRALT,native,6,2,forb,biennial,2,9,0.7,0.4,0.6
"Cardamine concatenata; dentaria laciniata",Brassicaceae,CARCON,native,5,1,forb,perennial,2,9,0.7,0.4,0.6
"Dioscorea villosa",Dioscoreaceae,DIOVIL,native,7,0,vine,perennial,1,15,0.4,0.7,0.6
"Solidago caesia",Asteraceae,SOLCAE,native,7,1,forb,perennial,2,12,0.7,0.5,0.6
"Anemone virginiana",Ranunculaceae,ANEVIR,native,5,1,forb,perennial,2,4,0.7,0.2,0.5
"Smilax lasioneuron; smilax lasioneura",Smilacaceae,SMILAS,native,5,2,vine,perennial,2,4,0.7,0.2,0.5
"Ranunculus recurvatus",Ranunculaceae,RANREC,native,5,-1,forb,annual,2,6,0.7,0.3,0.5
"Carex normalis",Cyperaceae,CXNORM,native,5,-1,sedge,perennial,2,7,0.7,0.3,0.5
"Taraxacum officinale",Asteraceae,TAROFF,non-native,0,1,forb,perennial,2,4,0.7,0.2,0.5
"Maianthemum racemosum; smilacina racemosa",Liliaceae,MAIRAC,native,3,1,forb,perennial,2,4,0.7,0.2,0.5
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,native,2,0,vine,perennial,2,2,0.7,0.1,0.4
"Carex davisii",Cyperaceae,CXDAVI,native,7,0,sedge,perennial,1,6,0.4,0.3,0.4
"Poa compressa",Poaceae,POACOM,non-native,0,1,grass,perennial,1,8,0.4,0.4,0.4
"Nabalus albus; prenanthes alba",Asteraceae,NABALB,native,5,1,forb,perennial,2,3,0.7,0.1,0.4
"Solidago flexicaulis",Asteraceae,SOLFLE,native,7,1,forb,perennial,1,8,0.4,0.4,0.4
"Camassia scilloides",Liliaceae,CAMSCI,native,6,0,forb,perennial,1,4,0.4,0.2,0.3
"Menispermum canadense",Menispermaceae,MENCAN,native,6,0,vine,perennial,1,2,0.4,0.1,0.3
"Prunus serotina",Rosaceae,PRUSER,native,1,1,tree,perennial,1,2,0.4,0.1,0.3
"Bromus pubescens",Poaceae,BROPUB,native,5,1,grass,perennial,1,2,0.4,0.1,0.3
"Triosteum perfoliatum",Caprifoliaceae,TRIPER,native,5,2,forb,perennial,1,3,0.4,0.1,0.3
"Perideridia americana",Apiaceae,PERAME,native,8,2,forb,perennial,1,3,0.4,0.1,0.3
"Elymus villosus",Poaceae,ELYVIL,native,5,1,grass,perennial,1,5,0.4,0.2,0.3
"Eurybia macrophylla; aster macrophyllus",Asteraceae,ASTMAC,native,8,1,forb,perennial,1,5,0.4,0.2,0.3
"Euthamia graminifolia; solidago graminifolia; solidago graminifolia nuttallii",Asteraceae,EUTGRA,native,4,-1,forb,perennial,1,2,0.4,0.1,0.3
"Rubus occidentalis",Rosaceae,RUBOCC,native,2,2,shrub,perennial,1,2,0.4,0.1,0.3
"Rubus idaeus ssp. strigosus; rubus idaeus strigosus",Rosaceae,RUBIDAS,native,3,1,shrub,perennial,1,5,0.4,0.2,0.3
"Carex cephalophora",Cyperaceae,CXCEPH,native,3,1,sedge,perennial,1,5,0.4,0.2,0.3
"Uvularia grandiflora",Cohchicaceae,UVUGRA,native,7,2,forb,perennial,1,5,0.4,0.2,0.3
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,native,2,2,forb,perennial,1,4,0.4,0.2,0.3
"Prunus virginiana",Rosaceae,PRUVIR,native,3,1,shrub,perennial,1,2,0.4,0.1,0.3
"Bromus ciliatus",Poaceae,BROCIL,native,10,-1,grass,perennial,1,3,0.4,0.1,0.3
"Oxypolis rigidior",Apiaceae,OXYRIG,native,7,-2,forb,perennial,1,5,0.4,0.2,0.3
"Viola pubescens",Violaceae,VIOPUB,native,5,1,forb,perennial,1,2,0.4,0.1,0.3
"Festuca subverticillata; festuca obtusa",Poaceae,FESOBT,native,5,1,grass,perennial,1,1,0.4,0,0.2
"Allium burdickii ; allium tricoccum burdickii",Liliaceae,ALLBUR,native,6,2,forb,perennial,1,1,0.4,0,0.2
"Parthenocissus quinquefolia",Vitaceae,PARQUI,native,2,1,vine,perennial,1,1,0.4,0,0.2
"Fraxinus pennsylvanica; fraxinus pennsylvanica subintegerrima",Oleaceae,FRAPEN,native,1,-1,tree,perennial,1,1,0.4,0,0.2
"Daucus carota",Apiaceae,DAUCAR,non-native,0,2,forb,biennial,1,1,0.4,0,0.2
"Ribes americanum",Grossulariaceae,RIBAME,native,7,-1,shrub,perennial,1,1,0.4,0,0.2
"Acalypha rhomboidea",Euphorbiaceae,ACARHO,native,0,1,forb,annual,1,1,0.4,0,0.2
"Prunella vulgaris ssp. lanceolata; prunella vulgaris lanceolata",Lamiaceae,PRUVULL,native,0,0,forb,perennial,1,1,0.4,0,0.2
"Cirsium arvense",Asteraceae,CIRARV,non-native,0,1,forb,perennial,1,1,0.4,0,0.2

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
4,16,15,3.8,4,15.2,15.5,18.4,19,38.7,0.4,0.4,n/a,n/a
5,11,11,3.8,3.8,12.6,12.6,15.6,15.6,38,0.2,0.2,n/a,n/a
6,18,18,4.2,4.2,17.8,17.8,19.9,19.9,42,0.3,0.3,n/a,n/a
7,17,16,3.1,3.3,12.8,13.2,18.6,18.4,32,0,0,n/a,n/a
8,22,21,3.5,3.7,16.4,17,15.5,15.1,36.1,0.5,0.5,n/a,n/a
9,20,18,4.3,4.8,19.2,20.4,16.5,17,45.5,0.4,0.4,n/a,n/a
10,15,13,2.3,2.6,8.9,9.4,8.9,8.7,24.2,0.5,0.4,n/a,n/a
11,15,13,2.9,3.4,11.2,12.3,11.2,11.9,31.7,0.4,0.4,n/a,n/a
12,24,23,4.4,4.6,21.6,22.1,23.5,24,45,0.7,0.7,n/a,n/a
14,19,18,4.3,4.6,18.7,19.5,19.6,20.8,44.8,0.3,0.3,n/a,n/a
15,19,19,4.3,4.3,18.7,18.7,21.4,21.4,43,0.3,0.3,n/a,n/a
16,20,18,3.4,3.7,15.2,15.7,17.4,18.7,35.1,0.3,0.2,n/a,n/a
20,11,11,4.1,4.1,13.6,13.6,17.6,17.6,41,0.5,0.5,n/a,n/a
21,11,10,4.5,4.9,14.9,15.5,16.9,16.8,46.7,0.5,0.6,n/a,n/a
22,17,16,3.5,3.7,14.4,14.8,18.1,18,35.9,0.7,0.7,n/a,n/a
23,25,21,3.7,4.4,18.5,20.2,20,20.6,40.3,1,1,n/a,n/a
Average,17.5,16.3,3.8,4,15.6,16.1,17.4,17.7,38.8,0.4,0.4,n/a,n/a
"Standard Deviation",4.2,3.8,0.6,0.6,3.3,3.4,3.5,3.6,5.9,0.2,0.2,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Acalypha rhomboidea",Euphorbiaceae,ACARHO,1,native,0,1,forb,annual,"common three-seed-mercury; three-seeded mercury"
"Allium canadense",Liliaceae,ALLCAN,4,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Arisaema triphyllum",Araceae,ARITRI,1,native,4,-1,forb,perennial,jack-in-the-pulpit
"Cinna arundinacea",Poaceae,CINARU,5,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,2,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Elymus villosus",Poaceae,ELYVIL,5,native,5,1,grass,perennial,"hairy wild rye; silky wild rye"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,5,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geum canadense",Rosaceae,GEUCAN,10,native,1,0,forb,perennial,"white avens; wood avens"
"Leersia virginica",Poaceae,LEEVIR,5,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,10,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,8,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Silene stellata",Caryophyllaceae,SILSTE,8,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,10,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,5,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Zizia aurea",Apiaceae,ZIZAUR,40,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,20,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Arisaema triphyllum",Araceae,ARITRI,1,native,4,-1,forb,perennial,jack-in-the-pulpit
"Bidens frondosa",Asteraceae,BIDFRO,15,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Chenopodium simplex; chenopodium hybridum gigantospermum",Chenopodiaceae,CHEHYB,1,native,3,2,forb,annual,"maple-leaf goosefoot; maple-leaved goosefoot"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,15,native,2,0,forb,perennial,"canadian honewort; honewort"
"Geum canadense",Rosaceae,GEUCAN,8,native,1,0,forb,perennial,"white avens; wood avens"
"Leersia virginica",Poaceae,LEEVIR,10,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,5,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,15,native,6,2,forb,perennial,"starry campion"
"Zizia aurea",Apiaceae,ZIZAUR,60,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,10,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Chenopodium simplex; chenopodium hybridum gigantospermum",Chenopodiaceae,CHEHYB,10,native,3,2,forb,annual,"maple-leaf goosefoot; maple-leaved goosefoot"
"Cinna arundinacea",Poaceae,CINARU,3,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,8,native,2,0,forb,perennial,"canadian honewort; honewort"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,2,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus hirsutus",Asteraceae,HELHIR,1,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,1,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,10,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,30,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,3,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,12,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rubus idaeus ssp. strigosus; rubus idaeus strigosus",Rosaceae,RUBIDAS,5,native,3,1,shrub,perennial,"common red raspberry; red raspberry"
"Scrophularia marilandica",Scrophulariaceae,SCRMAR,5,native,4,1,forb,perennial,"carpenters-square; late figwort"
"Solidago altissima",Asteraceae,SOLALT,8,native,1,1,forb,perennial,"tall goldenrod"
"Thalictrum dioicum",Ranunculaceae,THADIO,1,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,1,native,2,0,vine,perennial,"eastern poison-ivy; poison ivy"
"Zizia aurea",Apiaceae,ZIZAUR,40,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Alliaria petiolata",Brassicaceae,ALLPET,5,non-native,0,0,forb,biennial,"garlic-mustard; garlic mustard"
"Bidens frondosa",Asteraceae,BIDFRO,5,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Geranium maculatum",Geraniaceae,GERMAC,5,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,20,native,1,0,forb,perennial,"white avens; wood avens"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,85,native,7,-1,grass,perennial,"white grass"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,10,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,10,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,1,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Ranunculus recurvatus",Ranunculaceae,RANREC,1,native,5,-1,forb,annual,"blisterwort; hooked buttercup"
"Scrophularia marilandica",Scrophulariaceae,SCRMAR,10,native,4,1,forb,perennial,"carpenters-square; late figwort"
"Senecio hieraciifolius; erechtites hieracifolia",Asteraceae,EREHIE,15,native,2,0,forb,annual,"american burnweed; fireweed"
"Solidago ulmifolia",Asteraceae,SOLULM,15,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,5,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Viola sororia",Violaceae,VIOSOR,1,native,3,0,forb,perennial,"hooded blue violet; common blue violet"
"Vitis riparia",Vitaceae,VITRIP,1,native,2,-1,vine,perennial,"river-bank grape; riverbank grape"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium burdickii ; allium tricoccum burdickii",Liliaceae,ALLBUR,1,native,6,2,forb,perennial,"burdicks leek"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Carex blanda",Cyperaceae,CXBLAN,8,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Cinna arundinacea",Poaceae,CINARU,1,native,5,-1,grass,perennial,"sweet wood-reed; common wood reed"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,3,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Fragaria virginiana",Rosaceae,FRAVIR,2,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Fraxinus pennsylvanica; fraxinus pennsylvanica subintegerrima",Oleaceae,FRAPEN,1,native,1,-1,tree,perennial,"green ash"
"Geranium maculatum",Geraniaceae,GERMAC,4,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Hackelia virginiana",Boraginaceae,HACVIR,2,native,0,1,forb,biennial,"beggars-lice; stickseed"
"Helianthus hirsutus",Asteraceae,HELHIR,8,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Maianthemum stellatum; smilacina stellata",Liliaceae,MAISTE,1,native,5,0,forb,perennial,"starry false solomons-seal; starry false solomons seal"
"Oxalis stricta; oxalis europaea",Oxalidaceae,OXAEUR,25,native,0,1,forb,perennial,"upright yellow wood-sorrel; common wood sorrel"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Rhamnus cathartica",Rhamnaceae,RHACAT,2,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Scrophularia marilandica",Scrophulariaceae,SCRMAR,5,native,4,1,forb,perennial,"carpenters-square; late figwort"
"Senecio hieraciifolius; erechtites hieracifolia",Asteraceae,EREHIE,1,native,2,0,forb,annual,"american burnweed; fireweed"
"Smilax ecirrhata",Smilacaceae,SMIECI,2,native,5,2,forb,perennial,"upright carrion flower"
"Solidago ulmifolia",Asteraceae,SOLULM,40,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Thalictrum dioicum",Ranunculaceae,THADIO,1,native,7,1,forb,perennial,"early meadow-rue; early meadow rue"
"Zizia aurea",Apiaceae,ZIZAUR,4,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 9 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Alliaria petiolata",Brassicaceae,ALLPET,3,non-native,0,0,forb,biennial,"garlic-mustard; garlic mustard"
"Allium canadense",Liliaceae,ALLCAN,10,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,2,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema dracontium",Araceae,ARIDRA,2,native,7,-1,forb,perennial,"greendragon; green dragon"
"Arisaema triphyllum",Araceae,ARITRI,3,native,4,-1,forb,perennial,jack-in-the-pulpit
"Carex grayi",Cyperaceae,CXGRAY,5,native,7,-1,sedge,perennial,"grays sedge; common bur sedge"
"Chenopodium simplex; chenopodium hybridum gigantospermum",Chenopodiaceae,CHEHYB,1,native,3,2,forb,annual,"maple-leaf goosefoot; maple-leaved goosefoot"
