"Vestal Grove 2000"
2000-08-02
"Vestal Grove"




"FQA DB Region:","Chicago Region USACE"
"FQA DB Publication Year:",2014
"FQA DB Description:","Herman, B., Sliwinski, R. and S. Whitaker. 2014. Chicago Region FQA (Floristic Quality Assessment) Calculator. U.S. Army Corps of Engineers, Chicago, IL. [Version 1.16.14]"

Practitioner:,Stephen
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:",
Private/Public:,Private

"Conservatism-Based Metrics:"
"Total Mean C:",3.9
"Native Mean C:",4.3
"Total FQI:",35.1
"Native FQI:",37.2
"Cover-weighted FQI:",35.1
"Cover-weighted Native FQI:",35.5
"Adjusted FQI:",41.4
"% C value 0:",11.1
"% C value 1-3:",28.4
"% C value 4-6:",42
"% C value 7-10:",18.5

"Species Richness:"
"Total Species:",81
"Native Species:",75,92.6%
"Non-native Species:",6,7.4%

"Species Wetness:"
"Mean Wetness:",0.4
"Native Mean Wetness:",0.4

"Duration Metrics:"
Annual:,4,4.9%
Perennial:,73,90.1%
Biennial:,4,4.9%
"Native Annual:",4,4.9%
"Native Perennial:",68,84%
"Native Biennial:",3,3.7%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",141,1353,174.1,62.1,118.1
"Non-native shrub",17,282,21,12.9,17
"Native shrub",15,330,18.5,15.1,16.8
"Native grass",16,51,19.8,2.3,11.1
"Native sedge",11,78,13.6,3.6,8.6
"Native vine",8,39,9.9,1.8,5.9
"Native tree",5,37,6.2,1.7,4
"Non-native forb",2,3,2.5,0.1,1.3
"Non-native grass",2,3,2.5,0.1,1.3
"Non-native tree",2,3,2.5,0.1,1.3

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
16,16,14,4,4.6,16,17.2,15.2,19.5,43,0.1,0.1,n/a,n/a
20,12,11,3.5,3.8,12.1,12.6,16.6,17.2,36.4,0.5,0.5,n/a,n/a
21,12,11,4.5,4.9,15.6,16.3,16.6,16.9,46.9,0.8,1,n/a,n/a
22,19,17,3.6,4.1,15.7,16.9,12.6,12.4,38.8,0.6,0.6,n/a,n/a
23,27,21,2.8,3.6,14.5,16.5,15.6,14.7,31.7,0.7,0.6,n/a,n/a
Average,14.6,13.1,3.6,4,13.6,14.3,12.8,13.8,38.1,0.5,0.5,n/a,n/a
"Standard Deviation",4.5,3.3,0.6,0.6,2.4,2.6,3.6,3.1,5.8,0.3,0.3,n/a,n/a

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium cernuum",Liliaceae,ALLCER,2,native,7,1,forb,perennial,"nodding onion; nodding wild onion"
"Bromus pubescens",Poaceae,BROPUB,2,native,5,1,grass,perennial,"hairy woodland brome; woodland brome"
"Elymus virginicus",Poaceae,ELYVIR,2,native,4,-1,grass,perennial,"virginia wild rye"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,15,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Hackelia virginiana",Boraginaceae,HACVIR,1,native,0,1,forb,biennial,"beggars-lice; stickseed"
"Helianthus hirsutus",Asteraceae,HELHIR,20,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Leersia virginica",Poaceae,LEEVIR,5,native,7,-1,grass,perennial,"white grass"
"Penstemon digitalis",Scrophulariaceae,PENDIG,2,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,1,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,4,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Silene stellata",Caryophyllaceae,SILSTE,2,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,35,native,1,1,forb,perennial,"tall goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,10,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,15,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,1,native,2,0,vine,perennial,"eastern poison-ivy; poison ivy"
"Zizia aurea",Apiaceae,ZIZAUR,8,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 5 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",Liliaceae,ALLCAN,3,native,2,1,forb,perennial,"meadow garlic; wild onion"
"Bidens frondosa",Asteraceae,BIDFRO,5,native,1,-1,forb,annual,"devils-pitchfork; common beggars ticks"
"Cryptotaenia canadensis",Apiaceae,CRYCAN,5,native,2,0,forb,perennial,"canadian honewort; honewort"
"Helianthus hirsutus",Asteraceae,HELHIR,3,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Penstemon digitalis",Scrophulariaceae,PENDIG,3,native,4,0,forb,perennial,"foxglove beardtongue; foxglove beard tongue"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,3,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,60,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Silene stellata",Caryophyllaceae,SILSTE,5,native,6,2,forb,perennial,"starry campion"
"Solidago altissima",Asteraceae,SOLALT,15,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,20,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Toxicodendron radicans; rhus radicans",Anacardiaceae,RHURAD,5,native,2,0,vine,perennial,"eastern poison-ivy; poison ivy"
"Zizia aurea",Apiaceae,ZIZAUR,25,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 6 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,5,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Helianthus hirsutus",Asteraceae,HELHIR,5,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,1,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,10,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,45,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rubus idaeus ssp. strigosus; rubus idaeus strigosus",Rosaceae,RUBIDAS,20,native,3,1,shrub,perennial,"common red raspberry; red raspberry"
"Smilax ecirrhata",Smilacaceae,SMIECI,1,native,5,2,forb,perennial,"upright carrion flower"
"Solidago altissima",Asteraceae,SOLALT,40,native,1,1,forb,perennial,"tall goldenrod"
"Symphyotrichum drummondii ; aster sagittifolius drummondii",Asteraceae,ASTSAGD,3,native,2,2,forb,perennial,"drummonds aster; drummonds aster"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,20,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,5,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Zizia aurea",Apiaceae,ZIZAUR,3,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 7 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Fragaria virginiana",Rosaceae,FRAVIR,1,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Helianthus hirsutus",Asteraceae,HELHIR,10,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,10,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Leersia virginica",Poaceae,LEEVIR,2,native,7,-1,grass,perennial,"white grass"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,80,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,25,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,60,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Smilax ecirrhata",Smilacaceae,SMIECI,2,native,5,2,forb,perennial,"upright carrion flower"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,15,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Viola sororia",Violaceae,VIOSOR,1,native,3,0,forb,perennial,"hooded blue violet; common blue violet"
"Zizia aurea",Apiaceae,ZIZAUR,15,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 8 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Fragaria virginiana",Rosaceae,FRAVIR,1,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Geranium maculatum",Geraniaceae,GERMAC,5,native,4,1,forb,perennial,"spotted cranes-bill; wild geranium"
"Helianthus hirsutus",Asteraceae,HELHIR,30,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Leersia virginica",Poaceae,LEEVIR,1,native,7,-1,grass,perennial,"white grass"
"Potentilla simplex; potentilla simplex argyrisma",Rosaceae,POTSIM,5,native,4,1,forb,perennial,"oldfield cinquefoil; common cinquefoil; silver common cinquefoil"
"Rhamnus cathartica",Rhamnaceae,RHACAT,70,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rubus occidentalis",Rosaceae,RUBOCC,25,native,2,2,shrub,perennial,"black raspberry"
"Smilax ecirrhata",Smilacaceae,SMIECI,2,native,5,2,forb,perennial,"upright carrion flower"
"Solidago ulmifolia",Asteraceae,SOLULM,20,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"

"Quadrat 9 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Amphicarpaea bracteata",Fabaceae,AMPBRA,20,native,4,0,vine,annual,"american hog-peanut; upland hog peanut"
"Arisaema triphyllum",Araceae,ARITRI,2,native,4,-1,forb,perennial,jack-in-the-pulpit
"Carex blanda",Cyperaceae,CXBLAN,2,native,1,0,sedge,perennial,"eastern woodland sedge; common wood sedge"
"Eutrochium purpureum; eupatorium purpureum",Asteraceae,EUPPUR,3,native,7,0,forb,perennial,"sweet-scented joe-pye-weed; purple joe pye weed"
"Frangula alnus; rhamnus frangula",Rhamnaceae,FRAALN,5,non-native,0,-1,shrub,perennial,"glossy false buckthorn; glossy buckthorn"
"Impatiens capensis",Balsaminaceae,IMPCAP,15,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Ranunculus hispidus var. nitidus; ranunculus septentrionalis",Ranunculaceae,RANHISN,10,native,5,0,forb,perennial,"bristly buttercup; swamp buttercup"
"Rhamnus cathartica",Rhamnaceae,RHACAT,10,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rubus occidentalis",Rosaceae,RUBOCC,30,native,2,2,shrub,perennial,"black raspberry"
"Solidago altissima",Asteraceae,SOLALT,5,native,1,1,forb,perennial,"tall goldenrod"
"Solidago caesia",Asteraceae,SOLCAE,6,native,7,1,forb,perennial,"wreath goldenrod; blue-stemmed goldenrod"
"Solidago ulmifolia",Asteraceae,SOLULM,30,native,5,2,forb,perennial,"elm-leaf goldenrod; elm-leaved goldenrod"
"Symphyotrichum lateriflorum; aster lateriflorus",Asteraceae,ASTLAT,10,native,4,-1,forb,perennial,"farewell-summer; side-flowering aster"
"Symphyotrichum shortii; aster shortii",Asteraceae,ASTSHO,3,native,8,2,forb,perennial,"shorts aster; shorts aster"
"Zizia aurea",Apiaceae,ZIZAUR,5,native,7,0,forb,perennial,"golden alexanders"

"Quadrat 10 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Eurybia macrophylla; aster macrophyllus",Asteraceae,ASTMAC,2,native,8,1,forb,perennial,"large-leaf wood-aster; big-leaved aster"
"Fragaria virginiana",Rosaceae,FRAVIR,1,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Geum canadense",Rosaceae,GEUCAN,2,native,1,0,forb,perennial,"white avens; wood avens"
"Impatiens capensis",Balsaminaceae,IMPCAP,2,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,50,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
"Quercus macrocarpa",Fagaceae,QUEMAC,2,native,5,0,tree,perennial,"burr oak; bur oak"
"Rhamnus cathartica",Rhamnaceae,RHACAT,40,non-native,0,0,shrub,perennial,"european buckthorn; common buckthorn"
"Rubus flagellaris; rubus enslenii",Rosaceae,RUBENS,5,native,3,1,shrub,perennial,"whiplash dewberry; common dewberry; one-flowered dewberry"
"Solidago altissima",Asteraceae,SOLALT,30,native,1,1,forb,perennial,"tall goldenrod"
"Solidago flexicaulis",Asteraceae,SOLFLE,8,native,7,1,forb,perennial,"zigzag goldenrod; broad-leaved goldenrod"
"Vitis riparia",Vitaceae,VITRIP,1,native,2,-1,vine,perennial,"river-bank grape; riverbank grape"

"Quadrat 11 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Carya ovata",Juglandaceae,CAROVT,2,native,5,1,tree,perennial,"shag-bark hickory; shagbark hickory"
"Circaea canadensis; circaea lutetiana canadensis",Onagraceae,CIRCAN,2,native,1,1,forb,perennial,"broad-leaf enchanters-nightshade; enchanters nightshade"
"Cornus racemosa",Cornaceae,CORRAC,20,native,1,0,shrub,perennial,"gray dogwood"
"Fragaria virginiana",Rosaceae,FRAVIR,1,native,1,1,forb,perennial,"virginia strawberry; wild strawberry"
"Frangula alnus; rhamnus frangula",Rhamnaceae,FRAALN,5,non-native,0,-1,shrub,perennial,"glossy false buckthorn; glossy buckthorn"
"Geum canadense",Rosaceae,GEUCAN,5,native,1,0,forb,perennial,"white avens; wood avens"
"Helianthus hirsutus",Asteraceae,HELHIR,30,native,5,2,forb,perennial,"hispid sunflower; hispid sunflower"
"Impatiens capensis",Balsaminaceae,IMPCAP,1,native,3,-1,forb,annual,"spotted touch-me-not; orange jewelweed"
"Malus toringa; malus sieboldii",Rosaceae,MALSIE,2,non-native,0,2,tree,perennial,"japanese crab apple; japanese crab"
"Persicaria virginiana; polygonum virginianum",Polygonaceae,PERVIR,5,native,2,0,forb,perennial,"jumpseed; woodland knotweed"
