"Vestal Grove 2013"
2013-06-07
"Somme Prairie Grove"
Northbrook
Cook
Illinois
USA
"FQA DB Region:","Chicago Region"
"FQA DB Publication Year:",1994
"FQA DB Description:","Swink, F. and G. Wilhelm. 1994. Plants of the Chicago Region, 4th ed., Indiana Academy of Science, Indianapolis, 921 p."

Practitioner:,"Packard & Masters"
Latitude:,
Longitude:,
"Weather Notes:",
"Duration Notes:",
"Community Type Notes:",
"Other Notes:","combined with transect recorded on 9/8/2013."
Private/Public:,Public

"Conservatism-Based Metrics:"
"Total Mean C:",4.4
"Native Mean C:",4.7
"Total FQI:",53.7
"Native FQI:",55.4
"Cover-weighted FQI:",58.6
"Cover-weighted Native FQI:",58.9
"Adjusted FQI:",45.4
"% C value 0:",12.1
"% C value 1-3:",18.1
"% C value 4-6:",46.3
"% C value 7-10:",23.5

"Species Richness:"
"Total Species:",149
"Native Species:",139,93.3%
"Non-native Species:",10,6.7%

"Species Wetness:"
"Mean Wetness:",1.2
"Native Mean Wetness:",1.1

"Duration Metrics:"
Annual:,8,5.4%
Perennial:,138,92.6%
Biennial:,3,2%
"Native Annual:",8,5.4%
"Native Perennial:",129,86.6%
"Native Biennial:",2,1.3%

"Physiognomic Relative Importance Values:"
Physiognomy,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Native forb",357,4676,239.6,82.5,161.1
"Native grass",47,320,31.5,5.6,18.6
"Native vine",21,310,14.1,5.5,9.8
"Native sedge",17,144,11.4,2.5,7
"Non-native forb",13,43,8.7,0.8,4.8
"Native shrub",8,52,5.4,0.9,3.2
"Non-native shrub",6,44,4,0.8,2.4
"Native rush",4,30,2.7,0.5,1.6
"Non-native grass",4,17,2.7,0.3,1.5
"Native tree",3,26,2,0.5,1.3
"Non-native tree",2,3,1.3,0.1,0.7

"Species Relative Importance Values:"
Species,Family,Acronym,Nativity,C,W,Physiognomy,Duration,Frequency,Coverage,"Relative Frequency (%)","Relative Coverage (%)","Relative Importance Value"
"Eupatorium rugosum",n/a,EUPRUG,native,4,5,forb,perennial,7,50,1.5,0.9,1.2
"Carex blanda",n/a,CXBLAN,native,1,0,sedge,perennial,8,29,1.7,0.5,1.1
"Geranium maculatum",n/a,GERMAC,native,4,5,forb,perennial,6,52,1.2,0.9,1.1
"Eupatorium perfoliatum",n/a,EUPPER,native,4,-4,forb,perennial,2,98,0.4,1.7,1.1
"Smilax ecirrhata",n/a,SMIECI,native,5,5,forb,perennial,6,49,1.2,0.9,1.1
"Cinna arundinacea",n/a,CINARU,native,5,-3,grass,perennial,8,22,1.7,0.4,1.1
"Silene stellata",n/a,SILSTE,native,6,5,forb,perennial,5,57,1,1,1
"Rhamnus cathartica",n/a,RHACAT,non-native,0,3,shrub,perennial,6,44,1.2,0.8,1
"Ranunculus septentrionalis",n/a,RANSEP,native,5,-4,forb,perennial,5,53,1,0.9,1
"Viola sororia",n/a,VIOSOR,native,3,1,forb,perennial,7,26,1.5,0.5,1
"Bromus latiglumis",n/a,BROLAT,native,5,-2,grass,perennial,5,39,1,0.7,0.9
"Cuscuta glomerata",n/a,CUSGLO,native,7,-3,forb,annual,2,75,0.4,1.3,0.9
"Trillium recurvatum",n/a,TRIREC,native,5,4,forb,perennial,6,31,1.2,0.5,0.9
"Aster lateriflorus",n/a,ASTLAT,native,4,-2,forb,perennial,6,32,1.2,0.6,0.9
"Arisaema dracontium",n/a,ARIDRA,native,7,-3,forb,perennial,5,31,1,0.5,0.8
"Solidago graminifolia nuttallii",n/a,SOLGRN,native,3,0,forb,perennial,4,42,0.8,0.7,0.8
"Circaea lutetiana canadensis",n/a,CIRLUC,native,1,3,forb,perennial,6,24,1.2,0.4,0.8
"Sanguinaria canadensis",n/a,SANCAD,native,6,4,forb,perennial,4,34,0.8,0.6,0.7
"Oxypolis rigidior",n/a,OXYRIG,native,7,-5,forb,perennial,4,35,0.8,0.6,0.7
"Muhlenbergia mexicana",n/a,MUHMEX,native,5,-3,grass,perennial,3,47,0.6,0.8,0.7
"Rubus flagellaris",n/a,RUBFLA,native,3,4,shrub,perennial,5,24,1,0.4,0.7
"Lithospermum latifolium",n/a,LITLAT,native,9,5,forb,perennial,2,55,0.4,1,0.7
"Aster novae-angliae",n/a,ASTNOV,native,4,-3,forb,perennial,4,26,0.8,0.5,0.7
"Pycnanthemum virginianum",n/a,PYCVIR,native,5,-4,forb,perennial,3,39,0.6,0.7,0.7
"Taraxacum officinale",n/a,TAROFF,non-native,0,3,forb,perennial,5,23,1,0.4,0.7
"Vitis riparia",n/a,VITRIP,native,2,-2,vine,perennial,4,25,0.8,0.4,0.6
"Carex tenera",n/a,CXTENE,native,8,1,sedge,perennial,3,27,0.6,0.5,0.6
"Allium cernuum",n/a,ALLCER,native,7,1,forb,perennial,4,25,0.8,0.4,0.6
"Helianthus divaricatus",n/a,HELDIV,native,5,5,forb,perennial,2,40,0.4,0.7,0.6
"Helianthus grosseserratus",n/a,HELGRO,native,2,-2,forb,perennial,2,45,0.4,0.8,0.6
"Verbena urticifolia",n/a,VERURU,native,5,5,forb,perennial,2,30,0.4,0.5,0.5
"Potentilla simplex",n/a,POTSIS,native,4,4,forb,perennial,3,23,0.6,0.4,0.5
"Thalictrum dioicum",n/a,THADIO,native,7,2,forb,perennial,3,21,0.6,0.4,0.5
"Rhus radicans",n/a,RHURAD,native,2,-1,vine,perennial,2,28,0.4,0.5,0.5
"Eryngium yuccifolium",n/a,ERYYUC,native,9,-1,forb,perennial,2,35,0.4,0.6,0.5
"Pycnanthemum tenuifolium",n/a,PYCTEN,native,7,0,forb,perennial,3,17,0.6,0.3,0.5
"Aster shortii",n/a,ASTSHO,native,8,5,forb,perennial,2,35,0.4,0.6,0.5
"Solidago caesia",n/a,SOLCAE,native,7,3,forb,perennial,2,28,0.4,0.5,0.5
"Carex pensylvanica",n/a,CXPENS,native,5,5,sedge,perennial,2,35,0.4,0.6,0.5
"Glyceria striata",n/a,GLYSTR,native,4,-3,grass,perennial,3,15,0.6,0.3,0.5
"Elymus villosus",n/a,ELYVIL,native,5,3,grass,perennial,4,11,0.8,0.2,0.5
"Tradescantia ohiensis",n/a,TRAOHI,native,2,2,forb,perennial,3,20,0.6,0.4,0.5
"Lycopus americanus",n/a,LYCAME,native,5,-5,forb,perennial,4,9,0.8,0.2,0.5
"Hystrix patula",n/a,HYSPAT,native,5,5,grass,perennial,4,14,0.8,0.2,0.5
"Aquilegia canadensis",n/a,AQUCAN,native,6,1,forb,perennial,2,15,0.4,0.3,0.4
"Juncus dudleyi",n/a,JUNDUD,native,4,0,rush,perennial,2,19,0.4,0.3,0.4
"Oxalis europaea",n/a,OXAEUR,native,0,3,forb,perennial,3,3,0.6,0.1,0.4
"Dentaria laciniata",n/a,DENLAC,native,5,3,forb,perennial,3,6,0.6,0.1,0.4
"Aster ericoides",n/a,ASTERI,native,5,4,forb,perennial,2,15,0.4,0.3,0.4
"Veronicastrum virginicum",n/a,VERVIR,native,7,0,forb,perennial,2,20,0.4,0.4,0.4
"Coreopsis tripteris",n/a,CORTRP,native,5,0,forb,perennial,2,25,0.4,0.4,0.4
"Monarda fistulosa",n/a,MONFIS,native,4,3,forb,perennial,3,13,0.6,0.2,0.4
"Sphenopholis intermedia",n/a,SPHINT,native,4,0,grass,perennial,3,8,0.6,0.1,0.4
"Floerkea proserpinacoides",n/a,FLOPRO,native,8,-1,forb,annual,2,15,0.4,0.3,0.4
"Prenanthes alba",n/a,PREALB,native,5,3,forb,perennial,2,22,0.4,0.4,0.4
"Cryptotaenia canadensis",n/a,CRYCAN,native,2,0,forb,perennial,2,7,0.4,0.1,0.3
"Hypericum pyramidatum",n/a,HYPPYR,native,10,-1,forb,perennial,2,12,0.4,0.2,0.3
"Smilacina stellata",n/a,SMISTE,native,5,1,forb,perennial,1,20,0.2,0.4,0.3
"Aster praealtus",n/a,ASTPRA,native,9,-5,forb,perennial,1,20,0.2,0.4,0.3
"Juncus tenuis",n/a,JUNTEN,native,0,2,rush,perennial,2,11,0.4,0.2,0.3
"Cornus racemosa",n/a,CORRAC,native,1,-2,shrub,perennial,1,15,0.2,0.3,0.3
"Agalinis tenuifolia",n/a,AGATEN,native,7,-3,forb,annual,1,20,0.2,0.4,0.3
"Lythrum alatum",n/a,LYTALA,native,7,-5,forb,perennial,2,5,0.4,0.1,0.3
"Solidago graminifolia",n/a,SOLGRG,native,4,-2,forb,perennial,1,15,0.2,0.3,0.3
"Cirsium arvense",n/a,CIRARV,non-native,0,5,forb,perennial,2,7,0.4,0.1,0.3
"Carex cristatella",n/a,CXCRIS,native,4,-4,sedge,perennial,1,15,0.2,0.3,0.3
"Malus sieboldii",n/a,MALSIE,non-native,0,5,tree,perennial,2,3,0.4,0.1,0.3
"Acer saccharinum",n/a,ACESAI,native,0,-3,tree,perennial,1,20,0.2,0.4,0.3
"Boehmeria cylindrica",n/a,BOECYC,native,2,-5,forb,perennial,2,10,0.4,0.2,0.3
"Anemone virginiana",n/a,ANEVIR,native,5,5,forb,perennial,2,13,0.4,0.2,0.3
"Hackelia virginiana",n/a,HACVIR,native,0,1,forb,biennial,2,9,0.4,0.2,0.3
"Heliopsis helianthoides",n/a,HELHEL,native,5,5,forb,perennial,1,20,0.2,0.4,0.3
"Poa compressa",n/a,POACOM,non-native,0,2,grass,perennial,2,11,0.4,0.2,0.3
"Brachyelytrum erectum",n/a,BRAERE,native,10,5,grass,perennial,2,6,0.4,0.1,0.3
"Panicum virgatum",n/a,PANVIR,native,5,-1,grass,perennial,2,4,0.4,0.1,0.3
"Geum canadense",n/a,GEUCAN,native,1,0,forb,perennial,2,10,0.4,0.2,0.3
"Elymus virginicus",n/a,ELYVIR,native,4,-2,grass,perennial,2,8,0.4,0.1,0.3
"Lespedeza virginica",n/a,LESVIR,native,4,5,forb,perennial,1,15,0.2,0.3,0.3
"Quercus coccinea",n/a,QUECOC,native,4,5,tree,perennial,2,6,0.4,0.1,0.3
"Aster sagittifolius drummondii",n/a,ASTSAD,native,2,3,forb,perennial,2,12,0.4,0.2,0.3
"Hypericum perforatum",n/a,HYPPER,non-native,0,5,forb,perennial,2,4,0.4,0.1,0.3
"Solidago gigantea",n/a,SOLGIG,native,4,-3,forb,perennial,1,25,0.2,0.4,0.3
"Alliaria petiolata",n/a,ALLPET,non-native,0,0,forb,biennial,2,3,0.4,0.1,0.3
"Hypericum punctatum",n/a,HYPPUN,native,4,3,forb,perennial,2,4,0.4,0.1,0.3
"Carex davisii",n/a,CXDAVI,native,7,-1,sedge,perennial,1,25,0.2,0.4,0.3
"Thalictrum dasycarpum",n/a,THADAD,native,5,-2,forb,perennial,1,20,0.2,0.4,0.3
"Dioscorea villosa",n/a,DIOVIL,native,7,1,vine,perennial,1,15,0.2,0.3,0.3
"Potentilla recta",n/a,POTREC,non-native,0,5,forb,perennial,2,6,0.4,0.1,0.3
"Iodanthus pinnatifidus",n/a,IODPIN,native,8,-3,forb,perennial,1,3,0.2,0.1,0.2
"Heracleum maximum",n/a,HERMAX,native,5,5,forb,perennial,1,12,0.2,0.2,0.2
"Hydrophyllum virginianum",n/a,HYDVIR,native,5,0,forb,perennial,1,5,0.2,0.1,0.2
"Actaea pachypoda",n/a,ACTPAC,native,7,5,forb,perennial,1,5,0.2,0.1,0.2
"Gentiana flavida",n/a,GENFLA,native,9,3,forb,perennial,1,5,0.2,0.1,0.2
"Taenidia integerrima",n/a,TAEINT,native,9,5,forb,perennial,1,3,0.2,0.1,0.2
"Agrostis alba",n/a,AGRALA,non-native,0,-3,grass,perennial,1,5,0.2,0.1,0.2
"Rubus occidentalis",n/a,RUBOCC,native,2,5,shrub,perennial,1,8,0.2,0.1,0.2
"Eupatorium serotinum",n/a,EUPSEM,native,0,-1,forb,perennial,1,5,0.2,0.1,0.2
"Solidago rigida",n/a,SOLRIG,native,4,4,forb,perennial,1,5,0.2,0.1,0.2
"Solidago juncea",n/a,SOLJUN,native,5,5,forb,perennial,1,10,0.2,0.2,0.2
"Rudbeckia triloba",n/a,RUDTRI,native,3,1,forb,annual,1,4,0.2,0.1,0.2
"Eupatorium altissimum",n/a,EUPALT,native,0,3,forb,perennial,1,3,0.2,0.1,0.2
"Smilax illinoensis",n/a,SMIILL,native,5,5,forb,perennial,1,3,0.2,0.1,0.2
"Festuca obtusa",n/a,FESOBT,native,5,2,grass,perennial,1,5,0.2,0.1,0.2
"Galium triflorum",n/a,GALTRF,native,5,2,forb,perennial,1,8,0.2,0.1,0.2
"Alisma triviale",n/a,ALITRI,native,4,-5,forb,perennial,1,8,0.2,0.1,0.2
"Galium aparine",n/a,GALAPA,native,1,3,forb,annual,1,8,0.2,0.1,0.2
"Carex rosea",n/a,CXROSE,native,4,5,sedge,perennial,1,3,0.2,0.1,0.2
"Carex cephalophora",n/a,CXCEPP,native,3,3,sedge,perennial,1,10,0.2,0.2,0.2
"Polygonum virginianum",n/a,POLGVI,native,2,0,forb,perennial,1,10,0.2,0.2,0.2
"Vernonia altissima",n/a,VERALA,native,3,0,forb,perennial,1,5,0.2,0.1,0.2
"Phlox glaberrima interior",n/a,PHLGLI,native,8,-3,forb,perennial,1,10,0.2,0.2,0.2
"Rosa blanda",n/a,ROSBLA,native,5,3,shrub,perennial,1,5,0.2,0.1,0.2
"Lilium michiganense",n/a,LILMIC,native,6,-1,forb,perennial,1,10,0.2,0.2,0.2
"Ambrosia artemisiifolia elatior",n/a,AMBARE,native,0,3,forb,annual,1,5,0.2,0.1,0.2
"Trillium grandiflorum",n/a,TRIGRA,native,8,5,forb,perennial,1,2,0.2,0,0.1
"Elymus riparius",n/a,ELYRIP,native,5,1,grass,perennial,1,2,0.2,0,0.1
"Parthenocissus inserta",n/a,PARINS,native,1,3,vine,perennial,1,2,0.2,0,0.1
"Allium tricoccum",n/a,ALLTRT,native,7,3,forb,perennial,1,2,0.2,0,0.1
"Poa pratensis",n/a,POAPRA,non-native,0,1,grass,perennial,1,1,0.2,0,0.1
"Lobelia spicata",n/a,LOBSPS,native,6,0,forb,perennial,1,1,0.2,0,0.1
"Liatris spicata",n/a,LIASPI,native,6,0,forb,perennial,1,2,0.2,0,0.1
"Pedicularis canadensis",n/a,PEDCAN,native,9,2,forb,perennial,1,1,0.2,0,0.1
"Plantago rugelii",n/a,PLARUG,native,0,0,forb,annual,1,1,0.2,0,0.1
"Perideridia americana",n/a,PERAME,native,8,5,forb,perennial,1,1,0.2,0,0.1
"Bromus pubescens",n/a,BROPUB,native,5,2,grass,perennial,1,2,0.2,0,0.1
"Uvularia grandiflora",n/a,UVUGRA,native,7,5,forb,perennial,1,1,0.2,0,0.1
"Cicuta maculata",n/a,CICMAC,native,6,-5,forb,perennial,1,2,0.2,0,0.1
"Cirsium altissimum",n/a,CIRALT,native,6,5,forb,biennial,1,1,0.2,0,0.1
"Chelone glabra",n/a,CHEGLB,native,8,-5,forb,perennial,1,2,0.2,0,0.1

"Quadrat Level Metrics:"
Quadrat,"Species Richness","Native Species Richness","Total Mean C","Native Mean C","Total FQI","Native FQI","Cover-weighted FQI","Cover-weighted Native FQI","Adjusted FQI","Mean Wetness","Mean Native Wetness",Latitude,Longitude
1,9,8,3.6,4,10.8,11.3,8.4,8.2,37.7,0.6,1,n/a,n/a
2,16,16,3.8,3.8,15.2,15.2,17.6,17.6,38,0.8,0.8,n/a,n/a
3,16,16,4.9,4.9,19.6,19.6,23.2,23.2,49,-0.6,-0.6,n/a,n/a
4,13,13,4.8,4.8,17.3,17.3,20.6,20.6,48,0.4,0.4,n/a,n/a
5,16,16,4.4,4.4,17.6,17.6,22.4,22.4,44,1.3,1.3,n/a,n/a
6,11,11,5.1,5.1,16.9,16.9,17.9,17.9,51,0.8,0.8,n/a,n/a
7,12,12,4.8,4.8,16.6,16.6,16.3,16.3,48,0.5,0.5,n/a,n/a
8,11,11,5.1,5.1,16.9,16.9,17.2,17.2,51,3.3,3.3,n/a,n/a
9,19,19,4.8,4.8,20.9,20.9,21.8,21.8,48,1.9,1.9,n/a,n/a
10,19,19,4.3,4.3,18.7,18.7,19.6,19.6,43,1.6,1.6,n/a,n/a
11,16,16,4.6,4.6,18.4,18.4,19.2,19.2,46,2.2,2.2,n/a,n/a
12,11,11,4.5,4.5,14.9,14.9,16.3,16.3,45,3.3,3.3,n/a,n/a
13,17,15,4.8,5.4,19.8,20.9,21.9,20.9,50.7,2.8,2.7,n/a,n/a
14,14,14,4.7,4.7,17.6,17.6,18.7,18.7,47,1.5,1.5,n/a,n/a
15,14,13,4.4,4.8,16.5,17.3,19.8,19.1,46.3,2.4,2.2,n/a,n/a
16,20,20,4.4,4.4,19.7,19.7,24.1,24.1,44,1.6,1.6,n/a,n/a
17,10,10,3.9,3.9,12.3,12.3,13,13,39,2.7,2.7,n/a,n/a
18,25,25,4.3,4.3,21.5,21.5,21,21,43,-2,-2,n/a,n/a
19,10,10,3.6,3.6,11.4,11.4,15.5,15.5,36,3,3,n/a,n/a
20,12,12,4.9,4.9,17,17,17.3,17.3,49,2.5,2.5,n/a,n/a
21,12,12,5.8,5.8,20.1,20.1,21.5,21.5,58,2.5,2.5,n/a,n/a
22,14,13,4.2,4.5,15.7,16.2,23.2,23.1,43.4,2.9,2.9,n/a,n/a
23,18,16,4.5,5.1,19.1,20.4,20.8,20.4,48.1,2.3,2.3,n/a,n/a
24,24,22,4.1,4.5,20.1,21.1,22,21.1,43.1,2.5,2.4,n/a,n/a
25,25,21,3.1,3.7,15.5,17,11.5,13.3,33.9,2,1.9,n/a,n/a
26,18,14,3.3,4.2,14,15.7,15.3,14.6,37,1.8,1.6,n/a,n/a
27,16,15,2.9,3.1,11.6,12,7.6,7.4,30,-0.3,-0.3,n/a,n/a
28,13,10,3.2,4.2,11.5,13.3,7.9,7.3,36.8,1.6,1,n/a,n/a
29,13,11,4.1,4.8,14.8,15.9,12.6,12.9,44.2,0.4,-0.3,n/a,n/a
30,20,18,3.8,4.2,17,17.8,24.1,24.2,39.8,0.8,0.4,n/a,n/a
31,18,18,5.2,5.2,22.1,22.1,25.9,25.9,52,-0.5,-0.5,n/a,n/a
Average,15.5,14.7,4.3,4.5,16.8,17.2,18.2,18.1,44.2,1.5,1.4,n/a,n/a
"Standard Deviation",4.3,4,0.7,0.6,3.1,2.9,4.8,4.8,6,1.3,1.3,n/a,n/a

"Quadrat 1 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Agrostis alba",n/a,AGRALA,5,non-native,0,-3,grass,perennial,redtop
"Aster lateriflorus",n/a,ASTLAT,10,native,4,-2,forb,perennial,"side-flowering aster"
"Camassia scilloides",n/a,CAMSCI,2,native,6,-1,forb,perennial,"wild hyacinth"
"Carex tenera",n/a,CXTENE,3,native,8,1,sedge,perennial,"narrow-leaved oval sedge"
"Cornus racemosa",n/a,CORRAC,15,native,1,-2,shrub,perennial,"gray dogwood"
"Helianthus divaricatus",n/a,HELDIV,15,native,5,5,forb,perennial,"woodland sunflower"
"Helianthus strumosus",n/a,HELSTR,40,native,5,5,forb,perennial,"pale-leaved sunflower"
"Rhus radicans",n/a,RHURAD,25,native,2,-1,vine,perennial,"poison ivy"
"Solidago altissima",n/a,SOLALT,50,native,1,3,forb,perennial,"tall goldenrod"

"Quadrat 2 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium canadense",n/a,ALLCAN,5,native,2,3,forb,perennial,"wild onion"
"Aster lateriflorus",n/a,ASTLAT,5,native,4,-2,forb,perennial,"side-flowering aster"
"Carex tenera",n/a,CXTENE,20,native,8,1,sedge,perennial,"narrow-leaved oval sedge"
"Fragaria virginiana",n/a,FRAVIR,2,native,1,1,forb,perennial,"wild strawberry"
"Helianthus grosseserratus",n/a,HELGRO,20,native,2,-2,forb,perennial,"sawtooth sunflower"
"Helianthus strumosus",n/a,HELSTR,25,native,5,5,forb,perennial,"pale-leaved sunflower"
"Oxalis europaea",n/a,OXAEUR,1,native,0,3,forb,perennial,"tall wood sorrel"
"Penstemon digitalis",n/a,PENDIG,3,native,4,1,forb,perennial,"foxglove beard tongue"
"Potentilla simplex",n/a,POTSIS,3,native,4,4,forb,perennial,"common cinquefoil"
"Pycnanthemum virginianum",n/a,PYCVIR,30,native,5,-4,forb,perennial,"common mountain mint"
"Rhus radicans",n/a,RHURAD,3,native,2,-1,vine,perennial,"poison ivy"
"Rudbeckia subtomentosa",n/a,RUDSUB,20,native,9,2,forb,perennial,"sweet black-eyed susan"
"Solidago altissima",n/a,SOLALT,40,native,1,3,forb,perennial,"tall goldenrod"
"Solidago graminifolia",n/a,SOLGRG,15,native,4,-2,forb,perennial,"common grass-leaved goldenrod"
"Viola sororia",n/a,VIOSOR,2,native,3,1,forb,perennial,"common blue violet"
"Zizia aurea",n/a,ZIZAUR,8,native,7,-1,forb,perennial,"golden alexanders"

"Quadrat 3 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Allium cernuum",n/a,ALLCER,5,native,7,1,forb,perennial,"nodding wild onion"
"Arisaema triphyllum",n/a,ARITRI,5,native,4,-2,forb,perennial,jack-in-the-pulpit
"Aster lateriflorus",n/a,ASTLAT,5,native,4,-2,forb,perennial,"side-flowering aster"
"Carex tenera",n/a,CXTENE,4,native,8,1,sedge,perennial,"narrow-leaved oval sedge"
"Cinna arundinacea",n/a,CINARU,3,native,5,-3,grass,perennial,"common wood reed"
"Elymus riparius",n/a,ELYRIP,2,native,5,1,grass,perennial,"riverbank wild rye"
"Elymus virginicus",n/a,ELYVIR,5,native,4,-2,grass,perennial,"virginia wild rye"
"Geum canadense",n/a,GEUCAN,5,native,1,0,forb,perennial,"wood avens"
"Impatiens capensis",n/a,IMPCAP,1,native,3,-3,forb,annual,"orange jewelweed"
"Leersia virginica",n/a,LEEVIR,2,native,7,-3,grass,perennial,"white grass"
"Solidago altissima",n/a,SOLALT,5,native,1,3,forb,perennial,"tall goldenrod"
"Solidago gigantea",n/a,SOLGIG,25,native,4,-3,forb,perennial,"late goldenrod"
"Thalictrum revolutum",n/a,THAREV,25,native,6,0,forb,perennial,"waxy meadow rue"
"Trillium recurvatum",n/a,TRIREC,10,native,5,4,forb,perennial,"red trillium"
"Veronicastrum virginicum",n/a,VERVIR,15,native,7,0,forb,perennial,"culvers root"
"Zizia aurea",n/a,ZIZAUR,80,native,7,-1,forb,perennial,"golden alexanders"

"Quadrat 4 Species:"
"Scientific Name",Family,Acronym,"% Cover",Native?,C,W,Physiognomy,Duration,"Common Name"
"Arisaema triphyllum",n/a,ARITRI,5,native,4,-2,forb,perennial,jack-in-the-pulpit
"Bromus pubescens",n/a,BROPUB,2,native,5,2,grass,perennial,"woodland brome"
"Carex blanda",n/a,CXBLAN,3,native,1,0,sedge,perennial,"common wood sedge"
"Elymus villosus",n/a,ELYVIL,3,native,5,3,grass,perennial,"silky wild rye"
"Helianthus strumosus",n/a,HELSTR,25,native,5,5,forb,perennial,"pale-leaved sunflower"
"Impatiens capensis",n/a,IMPCAP,5,native,3,-3,forb,annual,"orange jewelweed"
"Iodanthus pinnatifidus",n/a,IODPIN,3,native,8,-3,forb,perennial,"violet cress"
"Oxypolis rigidior",n/a,OXYRIG,5,native,7,-5,forb,perennial,cowbane
"Ranunculus septentrionalis",n/a,RANSEP,15,native,5,-4,forb,perennial,"swamp buttercup"
"Silene stellata",n/a,SILSTE,10,native,6,5,forb,perennial,"starry campion"
"Smilax lasioneura",n/a,SMILAS,15,native,5,5,vine,perennial,"common carrion flower"
"Solidago altissima",n/a,SOLALT,15,native,1,3,forb,perennial,"tall goldenrod"
"Zizia aurea",n/a,ZIZAUR,95,native,7,-1,forb,perennial,"golden alexanders"

